Date,NDAQ
2005-11-01,8.540315661052883
2005-11-02,8.947003320444708
2005-11-03,9.067925018070367
2005-11-04,9.10710835653812
2005-11-07,9.355034008661768
2005-11-08,9.588100455845623
2005-11-09,9.838730025540636
2005-11-10,9.806980061569103
2005-11-11,9.77117531193685
2005-11-14,9.869802566461203
2005-11-15,10.056933024247881
2005-11-16,9.561077023077349
2005-11-17,9.850211134923686
2005-11-18,10.337285781867246
2005-11-21,10.85205476460451
2005-11-22,11.393171905950995
2005-11-23,11.648529129508916
2005-11-25,11.763373590292039
2005-11-28,11.822147673082727
2005-11-29,11.172939716007523
2005-11-30,10.633179129559629
2005-12-01,10.829088568957356
2005-12-02,11.172943348784598
2005-12-05,11.493155970743166
2005-12-06,11.23171563433068
2005-12-07,10.56900202356606
2005-12-08,10.654793249868678
2005-12-09,10.71221686149996
2005-12-12,10.492658795042821
2005-12-13,10.187313543332706
2005-12-14,9.7292900666582
2005-12-15,9.763741316801653
2005-12-16,9.937362586069401
2005-12-19,9.995456963996496
2005-12-20,9.973837738865601
2005-12-21,10.160292000892124
2005-12-22,10.112327372293098
2005-12-23,10.10827578417346
2005-12-27,10.175830414436419
2005-12-28,9.836702252098458
2005-12-29,9.626605155073683
2005-12-30,9.53135212896888
2006-01-03,9.692809555841732
2006-01-04,9.94816723223385
2006-01-05,10.050176306717916
2006-01-06,10.454155032596297
2006-01-09,10.627772668013897
2006-01-10,10.493337758889691
2006-01-11,10.45415913824968
2006-01-12,10.435920239086663
2006-01-13,10.38592518139669
2006-01-17,10.509550582504247
2006-01-18,9.81643260309253
2006-01-19,10.218390706802904
2006-01-20,10.389976871880643
2006-01-23,10.129215844416958
2006-01-24,10.104894567443885
2006-01-25,10.354174397213596
2006-01-26,11.155379860393072
2006-01-27,11.767431525171638
2006-01-30,12.459191392505609
2006-01-31,11.333722597201168
2006-02-01,10.842600062271012
2006-02-02,10.763555939690438
2006-02-03,10.845976125574548
2006-02-06,11.131732597321854
2006-02-07,11.333726021030301
2006-02-08,11.050669451376951
2006-02-09,11.008106913970998
2006-02-10,10.837194368135142
2006-02-13,10.714919222980967
2006-02-14,10.673710487727345
2006-02-15,10.689924183289483
2006-02-16,10.757480133013132
2006-02-17,10.749371913264286
2006-02-21,10.77639507988468
2006-02-22,10.756803018410999
2006-02-23,10.764236282670922
2006-02-24,10.956093932030061
2006-02-27,11.182398418567033
2006-02-28,11.116876368944183
2006-03-01,10.96419825424718
2006-03-02,10.829085623491444
2006-03-03,10.908127034266835
2006-03-06,10.928394360347003
2006-03-07,10.529142279903361
2006-03-08,10.301481875880272
2006-03-09,10.665604974844108
2006-03-10,11.289135222585507
2006-03-13,11.605291797434088
2006-03-14,11.701223346326165
2006-03-15,11.942395850140864
2006-03-16,12.129523439509823
2006-03-17,11.816065181391664
2006-03-20,11.858625173640961
2006-03-21,11.874839248237468
2006-03-22,11.516124075488513
2006-03-23,11.195909369281118
2006-03-24,11.095255131913568
2006-03-27,11.189157071247708
2006-03-28,11.270898024386714
2006-03-29,11.260086673394458
2006-03-30,11.049991371188582
2006-03-31,10.777744097126888
2006-04-03,10.79531213478856
2006-04-04,10.726402875245046
2006-04-05,10.790577976304581
2006-04-06,10.972978641804726
2006-04-07,11.148622886088217
2006-04-10,11.138490893485379
2006-04-11,11.288465181881527
2006-04-12,11.224286321380733
2006-04-13,11.399250835833154
2006-04-17,11.575573577693058
2006-04-18,11.745132426445323
2006-04-19,11.818088195843318
2006-04-20,11.677578052118614
2006-04-21,11.25873816045943
2006-04-24,10.815579356724768
2006-04-25,10.575757821324997
2006-04-26,10.504145026669224
2006-04-27,10.2285227836009
2006-04-28,10.118407977794286
2006-05-01,9.802253169752355
2006-05-02,9.632686030888163
2006-05-03,9.75158451209849
2006-05-04,9.621204968584225
2006-05-05,9.809002734237938
2006-05-08,10.279863519046994
2006-05-09,10.4109227440354
2006-05-10,10.407542076212174
2006-05-11,10.211633831588149
2006-05-12,9.816436176048143
2006-05-15,9.685377448516189
2006-05-16,9.80697670556461
2006-05-17,9.590127113318744
2006-05-18,9.062521056248144
2006-05-19,8.80648803039615
2006-05-22,8.574095454982052
2006-05-23,8.404533919108477
2006-05-24,7.910028322006636
2006-05-25,7.997174141286303
2006-05-26,8.417370083923085
2006-05-30,8.579500153263657
2006-05-31,8.250506110620186
2006-06-01,8.176197678888245
2006-06-02,8.273479425109645
2006-06-05,8.077565619982753
2006-06-06,7.742494915028466
2006-06-07,7.518210626112988
2006-06-08,7.208132628850407
2006-06-09,7.372965235482534
2006-06-12,7.156114889126765
2006-06-13,6.7244373511403195
2006-06-14,6.7622704605843404
2006-06-15,7.160844887512161
2006-06-16,7.272988003590499
2006-06-19,7.125714522892293
2006-06-20,7.086532727974047
2006-06-21,7.353375025282434
2006-06-22,7.481054866397664
2006-06-23,7.385125341002871
2006-06-26,7.485785465094491
2006-06-27,7.432415792480336
2006-06-28,7.137198434315106
2006-06-29,7.456736798342719
2006-06-30,7.805996964342456
2006-07-03,7.9188094891006235
2006-07-05,7.922865495261833
2006-07-06,7.960023681658644
2006-07-07,7.70601233473165
2006-07-10,7.678990529983096
2006-07-11,7.687100201314672
2006-07-12,7.754652581402496
2006-07-13,7.379722759089077
2006-07-14,7.133824109838697
2006-07-17,7.091261948174797
2006-07-18,7.048026212617355
2006-07-19,7.32297850188696
2006-07-20,7.675612984000587
2006-07-21,7.38445164336831
2006-07-24,7.462141639107319
2006-07-25,7.503345603864837
2006-07-26,7.477000167663933
2006-07-27,7.568876887909879
2006-07-28,7.699257350084937
2006-07-31,7.564820667159591
2006-08-01,7.234479461670467
2006-08-02,7.138552549528857
2006-08-03,7.071669926728971
2006-08-04,7.358105969633067
2006-08-07,7.2520420601132525
2006-08-08,7.24798815695763
2006-08-09,7.265551931532281
2006-08-10,7.263528020807216
2006-08-11,7.24798951837192
2006-08-14,7.3250029364547995
2006-08-15,7.595899063542988
2006-08-16,7.814777751970402
2006-08-17,8.011361185028203
2006-08-18,7.996499306210098
2006-08-21,7.770192756657076
2006-08-22,7.656700415330876
2006-08-23,7.695883331168478
2006-08-24,7.473623839109834
2006-08-25,7.318246201353366
2006-08-28,7.285820643230967
2006-08-29,7.253393064556172
2006-08-30,7.42025429837808
2006-08-31,7.582389406867865
2006-09-01,7.678992535097205
2006-09-05,7.54388135032514
2006-09-06,7.5729319578308845
2006-09-07,7.637109729112884
2006-09-08,7.905977532132791
2006-09-11,7.7424925745005755
2006-09-12,7.672911453735897
2006-09-13,7.822209161689827
2006-09-14,7.8830075295090865
2006-09-15,7.9147583405526225
2006-09-18,8.143094625107128
2006-09-19,8.436959311634723
2006-09-20,8.541668455151445
2006-09-21,8.418718214261732
2006-09-22,8.354543126604854
2006-09-25,8.403858427463984
2006-09-26,8.39237360120896
2006-09-27,8.361973819290345
2006-09-28,8.280233286330219
2006-09-29,8.234971556217149
2006-10-02,8.025548854870134
2006-10-03,7.99447341440368
2006-10-04,8.114046318285101
2006-10-05,8.443039571024748
2006-10-06,8.57814710753398
2006-10-09,8.651788266997688
2006-10-10,8.97942759638435
2006-10-11,9.017931119386354
2006-10-12,9.204388174888134
2006-10-13,9.425970389671036
2006-10-16,9.405699819650614
2006-10-17,9.488117431613286
2006-10-18,9.513788644920755
2006-10-19,9.744150194632965
2006-10-20,9.76374239156485
2006-10-23,9.940064346650814
2006-10-24,10.040042402510936
2006-10-25,10.042070599311876
2006-10-26,9.958303614541311
2006-10-27,9.968434431145738
2006-10-30,9.836705177039669
2006-10-31,9.715780131961541
2006-11-01,9.68672978993752
2006-11-02,9.500951476390366
2006-11-03,9.656329152885814
2006-11-06,9.757660052884363
2006-11-07,9.925198159424724
2006-11-08,9.74752918661605
2006-11-09,9.804275575404455
2006-11-10,10.06774086492231
2006-11-13,10.205553867707787
2006-11-14,10.364985590047484
2006-11-15,10.134620314645327
2006-11-16,9.973838017965079
2006-11-17,9.838052037656709
2006-11-20,10.07719783934442
2006-11-21,10.260272916048114
2006-11-22,10.822333066292103
2006-11-24,10.934474873465494
2006-11-27,11.009457474828988
2006-11-28,10.665604405882153
2006-11-29,10.740591459348009
2006-11-30,10.774368759429942
2006-12-01,10.215688296085837
2006-12-04,10.206903671707401
2006-12-05,10.40146236396071
2006-12-06,10.230549875658532
2006-12-07,10.048825731884635
2006-12-08,9.884667229570649
2006-12-11,9.850213894751569
2006-12-12,9.757665402471947
2006-12-13,9.698217206956572
2006-12-14,9.657002918253106
2006-12-15,9.658355080579708
2006-12-18,9.712400429265953
2006-12-19,9.285454503188562
2006-12-20,9.241543127369994
2006-12-21,9.074003574781141
2006-12-22,8.731497291848953
2006-12-26,8.522079968110498
2006-12-27,8.420746709430682
2006-12-28,8.425475138051233
2006-12-29,8.404531192480153
2007-01-03,8.416694441324374
2007-01-04,8.47546672443258
2007-01-05,8.817970917318615
2007-01-08,9.057790981542073
2007-01-09,9.190873788485428
2007-01-10,9.323284743956496
2007-01-11,9.434746058891257
2007-01-12,9.325983549166395
2007-01-16,9.394891496175935
2007-01-17,9.465822701410147
2007-01-18,9.372599260807455
2007-01-19,9.311799326924888
2007-01-22,9.2530259927131
2007-01-23,8.965915566119573
2007-01-24,9.158447484259028
2007-01-25,9.250999710099087
2007-01-26,9.223976612891978
2007-01-29,9.135479993585001
2007-01-30,9.073328525564609
2007-01-31,9.101026657708353
2007-02-01,9.171282871053698
2007-02-02,9.080758491024005
2007-02-05,9.048333738097996
2007-02-06,9.190871295594285
2007-02-07,9.376651435083797
2007-02-08,9.666462026520506
2007-02-09,9.937357583092044
2007-02-12,9.634710857774033
2007-02-13,9.005098938437428
2007-02-14,8.560583988494384
2007-02-15,8.530187137386024
2007-02-16,8.640303170529238
2007-02-20,8.765276797410316
2007-02-21,8.89836136886701
2007-02-22,8.895659453998443
2007-02-23,8.778788417166265
2007-02-26,8.68083603156417
2007-02-27,8.282935904987891
2007-02-28,8.090402853184743
2007-03-01,7.8086984313615355
2007-03-02,7.687097331106056
2007-03-05,7.504021705964382
2007-03-06,7.687095363045351
2007-03-07,7.649942754649462
2007-03-08,7.726957532699364
2007-03-09,7.798562741075692
2007-03-12,7.698584363302769
2007-03-13,7.557391471197572
2007-03-14,7.395259133413468
2007-03-15,7.520913463918336
2007-03-16,7.487135533656769
2007-03-19,7.624272802281061
2007-03-20,7.687097352679922
2007-03-21,7.782350982767957
2007-03-22,8.016092008385822
2007-03-23,7.9701561986487555
2007-03-26,7.9748821092930555
2007-03-27,7.973533777568101
2007-03-28,7.883684392854331
2007-03-29,7.957319568603591
2007-03-30,7.964074712419159
2007-04-02,7.967450799179292
2007-04-03,8.029606086829407
2007-04-04,8.028249841389544
2007-04-05,7.985020072671967
2007-04-09,8.00258008777844
2007-04-10,7.990422254105348
2007-04-11,8.060679732562434
2007-04-12,7.9836604306805246
2007-04-13,8.290367313378415
2007-04-16,8.418043064175635
2007-04-17,8.470737040829313
2007-04-18,8.47411484127953
2007-04-19,8.401153851106976
2007-04-20,8.622736468294736
2007-04-23,8.981455915233191
2007-04-24,9.024691371538186
2007-04-25,9.018611711199739
2007-04-26,9.049008674346746
2007-04-27,8.924707013855315
2007-04-30,8.921330982937153
2007-05-01,8.919982867888269
2007-05-02,9.036849179956494
2007-05-03,8.868639423592427
2007-05-04,8.833511930203317
2007-05-07,8.793649770048674
2007-05-08,8.666646293633743
2007-05-09,8.632196163392743
2007-05-10,8.586933238842906
2007-05-11,8.530864835878337
2007-05-14,8.528161840023394
2007-05-15,8.484248013200702
2007-05-16,8.508569543140842
2007-05-17,8.47276578467877
2007-05-18,8.509240369459938
2007-05-21,8.57949942111714
2007-05-22,8.894985132388095
2007-05-23,9.021985410701765
2007-05-24,9.13210258068029
2007-05-25,8.783515981868529
2007-05-29,8.793653310365968
2007-05-30,8.910522010652569
2007-05-31,9.08684058651965
2007-06-01,8.919976164466519
2007-06-04,9.065898711493364
2007-06-05,9.113862757440863
2007-06-06,8.99834341641099
2007-06-07,8.838237124622761
2007-06-08,8.80648501764065
2007-06-11,8.759870559874035
2007-06-12,8.740284118839284
2007-06-13,8.674080010696827
2007-06-14,8.584908240910995
2007-06-15,8.606522701269867
2007-06-18,8.490330652436215
2007-06-19,8.340355684422262
2007-06-20,8.294420698269004
2007-06-21,8.145123861333262
2007-06-22,8.14849940952109
2007-06-25,8.078917838939445
2007-06-26,8.018792037788497
2007-06-27,7.941105719315606
2007-06-28,8.053924517331646
2007-06-29,8.035683708505024
2007-07-02,7.994473027850169
2007-07-03,8.02622678004528
2007-07-05,8.100534281746036
2007-07-06,8.307249818869488
2007-07-09,8.522077402880901
2007-07-10,8.596393835985516
2007-07-11,8.624085846865832
2007-07-12,8.606524548599648
2007-07-13,8.553156372854401
2007-07-16,8.634894100887715
2007-07-17,8.697720843197734
2007-07-18,8.699073781212272
2007-07-19,9.042254372051424
2007-07-20,9.125346375404982
2007-07-23,9.0564394905465
2007-07-24,8.869989744822327
2007-07-25,8.780815330249595
2007-07-26,8.446420225028099
2007-07-27,8.383589938171669
2007-07-30,8.324141298068637
2007-07-31,8.432905881385022
2007-08-01,8.27077295084671
2007-08-02,8.402502166253823
2007-08-03,8.344409580295467
2007-08-06,8.250507455200374
2007-08-07,8.36940378448243
2007-08-08,8.622061617925942
2007-08-09,8.717990076568501
2007-08-10,8.741635712370234
2007-08-13,8.836891483115217
2007-08-14,8.890255612242985
2007-08-15,8.567342173210607
2007-08-16,8.059325913637457
2007-08-17,8.358596041872538
2007-08-20,8.770010137659362
2007-08-21,8.464657122977904
2007-08-22,8.497083050990167
2007-08-23,8.423451736490454
2007-08-24,8.381567311528148
2007-08-27,8.606521957616131
2007-08-28,8.608553263860863
2007-08-29,8.695696481376698
2007-08-30,8.67205069792887
2007-08-31,8.765952277718524
2007-09-04,8.89566174428555
2007-09-05,8.942944975164998
2007-09-06,8.903765919892766
2007-09-07,8.795675732284195
2007-09-10,8.89903718878189
2007-09-11,9.06927564634175
2007-09-12,9.313151759398643
2007-09-13,9.382059315263424
2007-09-14,9.38543087181073
2007-09-17,9.30504470964906
2007-09-18,9.503658520121174
2007-09-19,9.718480720639672
2007-09-20,10.121105598057841
2007-09-21,9.792793253271961
2007-09-24,9.566480906003655
2007-09-25,9.698889656368516
2007-09-26,10.011671940722973
2007-09-27,10.146106632974652
2007-09-28,10.176506868956164
2007-10-01,10.32039729445712
2007-10-02,10.445376181706887
2007-10-03,10.62237249501641
2007-10-04,10.564269418821604
2007-10-05,10.808145746380937
2007-10-08,11.048642024254837
2007-10-09,11.230366393062218
2007-10-10,11.463427676022787
2007-10-11,11.255362552463202
2007-10-12,11.075663726881624
2007-10-15,10.948660207743208
2007-10-16,10.831113758754896
2007-10-17,10.973654157182839
2007-10-18,10.860161704028151
2007-10-19,10.827058730251744
2007-10-22,11.010812226028074
2007-10-23,11.343855244916789
2007-10-24,11.525578765680775
2007-10-25,11.727574368695892
2007-10-26,11.989682891670011
2007-10-29,12.227477644390863
2007-10-30,12.618620565880775
2007-10-31,12.596328210847231
2007-11-01,12.475403609571773
2007-11-02,12.525396289432871
2007-11-05,12.710496043628552
2007-11-06,13.168523967231717
2007-11-07,13.087456372001062
2007-11-08,12.447704755244407
2007-11-09,11.046614516715493
2007-11-12,11.022297777477624
2007-11-13,11.268193147658357
2007-11-14,11.556654186730473
2007-11-15,11.439110560781746
2007-11-16,11.28441221280153
2007-11-19,11.354664734727196
2007-11-20,11.599894169288214
2007-11-21,11.620156344639435
2007-11-23,11.787695935379789
2007-11-26,11.759994664817519
2007-11-27,11.589082362673242
2007-11-28,11.701221721245307
2007-11-29,11.70730507639374
2007-11-30,11.782290341967453
2007-12-03,11.74581034199283
2007-12-04,11.736352299457465
2007-12-05,11.81066503932141
2007-12-06,11.954558117061627
2007-12-07,12.228829069820193
2007-12-10,12.705093199638675
2007-12-11,12.617271433247105
2007-12-12,12.3950153106647
2007-12-13,12.42001036849438
2007-12-14,12.586869341633836
2007-12-17,12.638211647467333
2007-12-18,12.549038568671893
2007-12-19,12.509857255214698
2007-12-20,12.767921514161644
2007-12-21,13.137442935057615
2007-12-24,13.209728544459221
2007-12-26,13.38537423484408
2007-12-27,13.315118359586425
2007-12-28,13.222566495997953
2007-12-31,13.376590699671999
2008-01-02,13.23540255991196
2008-01-03,12.908433578177446
2008-01-04,12.307195189537017
2008-01-07,12.065344123653563
2008-01-08,12.016032088185744
2008-01-09,11.911996243727605
2008-01-10,12.259229718310912
2008-01-11,12.382857895394105
2008-01-14,12.531476082872679
2008-01-15,12.141680835300571
2008-01-16,11.363447382104852
2008-01-17,10.682491027445533
2008-01-18,10.195419903651533
2008-01-22,10.156239552893576
2008-01-23,10.791932075384025
2008-01-24,11.653940148160203
2008-01-25,11.840387854982371
2008-01-28,11.680958386159265
2008-01-29,12.149791201716905
2008-01-30,12.218696772670603
2008-01-31,11.904565803424271
2008-02-01,12.414605547910384
2008-02-04,12.37204813827616
2008-02-05,11.77553357162281
2008-02-06,11.138489001058097
2008-02-07,10.881104198640648
2008-02-08,10.910154371927593
2008-02-11,11.025676799768682
2008-02-12,11.247252534678376
2008-02-13,11.261437948294613
2008-02-14,11.49653030940457
2008-02-15,11.233745172772732
2008-02-19,11.33305118996834
2008-02-20,10.663574822559543
2008-02-21,10.762884096102152
2008-02-22,10.804768078470133
2008-02-25,10.892586709890995
2008-02-26,11.029724768456388
2008-02-27,11.208072887074504
2008-02-28,11.420869154443668
2008-02-29,11.342505263050672
2008-03-03,11.045262243270788
2008-03-04,10.768290304198292
2008-03-05,10.86421622743859
2008-03-06,10.684517888819782
2008-03-07,10.33458380166326
2008-03-10,9.913714068336134
2008-03-11,10.205552991510412
2008-03-12,10.569001384115776
2008-03-13,10.685192992610958
2008-03-14,10.666278201268963
2008-03-17,9.913716104589618
2008-03-18,10.379844064485736
2008-03-19,10.479152807868338
2008-03-20,10.441998581789274
2008-03-24,11.01013527609244
2008-03-25,11.258738686078082
2008-03-26,11.195235111914515
2008-03-27,11.010810702234911
2008-03-28,10.627095754087662
2008-03-31,10.454833975533681
2008-04-01,10.827735215094187
2008-04-02,11.146595726910387
2008-04-03,11.198613267124081
2008-04-04,11.162133017445802
2008-04-07,11.031750828550807
2008-04-08,10.95136303067892
2008-04-09,10.737211052613528
2008-04-10,10.598049617670197
2008-04-11,10.27580995998053
2008-04-14,10.237980789228565
2008-04-15,10.41632522000317
2008-04-16,10.603454496199392
2008-04-17,10.902047208332903
2008-04-18,11.174968147680513
2008-04-21,10.786529968497788
2008-04-22,10.539951035399739
2008-04-23,10.285268971595455
2008-04-24,10.193392863232644
2008-04-25,10.106921448873724
2008-04-28,10.178530880763846
2008-04-29,10.235952395942675
2008-04-30,10.070443353317652
2008-05-01,9.940738533724351
2008-05-02,10.246759734983069
2008-05-05,10.27851589298951
2008-05-06,10.438616638413622
2008-05-07,10.681141185498413
2008-05-08,10.61696386876168
2008-05-09,10.408217654296795
2008-05-12,10.290672131499907
2008-05-13,10.245410085653367
2008-05-14,10.253517253737012
2008-05-15,10.229201049954884
2008-05-16,10.192717766588357
2008-05-19,9.972486770611901
2008-05-20,9.625256926944157
2008-05-21,9.207764413742986
2008-05-22,8.894984828312802
2008-05-23,9.143589139746233
2008-05-27,9.063197552972065
2008-05-28,9.123320975884173
2008-05-29,9.232758784935143
2008-05-30,9.586072998694737
2008-06-02,9.284778126946184
2008-06-03,9.067250556692937
2008-06-04,8.84431779897583
2008-06-05,8.86120377955687
2008-06-06,8.865256424245315
2008-06-09,8.746365414597461
2008-06-10,8.642326179765753
2008-06-11,8.665297848644869
2008-06-12,8.55180459624281
2008-06-13,8.484927815126156
2008-06-16,8.827424912956255
2008-06-17,8.79838263872352
2008-06-18,8.495059774488794
2008-06-19,8.41399021716098
2008-06-20,8.318741535660152
2008-06-23,8.088375205594824
2008-06-24,7.8553108163051215
2008-06-25,8.183628211965486
2008-06-26,7.926918760117417
2008-06-27,7.687097238971061
2008-06-30,7.431063782295475
2008-07-01,7.012222883608668
2008-07-02,6.963582908232822
2008-07-03,6.983848521886079
2008-07-07,6.71092577757984
2008-07-08,6.657557821122761
2008-07-09,6.719033214109958
2008-07-10,6.406251952741441
2008-07-11,6.550145264930491
2008-07-14,6.934534839014721
2008-07-15,6.508261523997807
2008-07-16,7.006819564938908
2008-07-17,7.480378531888222
2008-07-18,7.3628332470221025
2008-07-21,7.260825287320485
2008-07-22,7.4493060822189285
2008-07-23,8.013389371379885
2008-07-24,7.833690942435278
2008-07-25,7.722900904880094
2008-07-28,7.488483864899974
2008-07-29,7.424309758706755
2008-07-30,7.579008234221883
2008-07-31,7.511453031605139
2008-08-01,7.378369306384591
2008-08-04,7.123687507059679
2008-08-05,7.106799426389079
2008-08-06,7.983664988246333
2008-08-07,8.417367921572112
2008-08-08,8.78149247745805
2008-08-11,9.054413109450087
2008-08-12,8.838237476130224
2008-08-13,8.655836803489631
2008-08-14,8.946325182838997
2008-08-15,9.239514059177594
2008-08-18,8.941595603744359
2008-08-19,8.530863241377123
2008-08-20,8.586929694092905
2008-08-21,8.475466048928801
2008-08-22,8.532891563243554
2008-08-25,8.43223100278357
2008-08-26,8.4031819406739
2008-08-27,8.45722357864459
2008-08-28,8.761900109353201
2008-08-29,8.856476353791583
2008-09-02,8.991584411662675
2008-09-03,8.98280215284953
2008-09-04,8.772709885989299
2008-09-05,8.552477401263614
2008-09-08,8.89701129348604
2008-09-09,8.667325060350896
