Date,VXX
2018-11-13,2320.7999877929688
2018-11-14,2346.0800170898438
2018-11-15,2404.6400146484375
2018-11-16,2328.3199462890625
2018-11-19,2320.3200073242188
2018-11-20,2525.4720458984375
2018-11-21,2454.751953125
2018-11-23,2492.3200073242188
2018-11-26,2381.4400024414062
2018-11-27,2338.2400512695312
2018-11-28,2254.3200073242188
2018-11-29,2277.2799682617188
2018-11-30,2236.6720581054688
2018-12-03,2070.0799865722656
2018-12-04,2220.4959716796875
2018-12-06,2507.8400268554688
2018-12-07,2496.3200073242188
2018-12-10,2596.7999877929688
2018-12-11,2535.4719848632812
2018-12-12,2505.4400024414062
2018-12-13,2505.5999755859375
2018-12-14,2571.8400268554688
2018-12-17,2677.760009765625
2018-12-18,2727.2000732421875
2018-12-19,2715.3599853515625
2018-12-20,2843.6800537109375
2018-12-21,2939.5199584960938
2018-12-24,3104.47998046875
2018-12-26,3087.2000732421875
2018-12-27,3181.9199829101562
2018-12-28,3127.8399658203125
2018-12-31,3030.5599975585938
2019-01-02,3015.1680297851562
2019-01-03,3027.0399780273438
2019-01-04,2870.8800048828125
2019-01-07,2766.4319458007812
2019-01-08,2714.3999633789062
2019-01-09,2643.8400268554688
2019-01-10,2643.3599853515625
2019-01-11,2576.7999877929688
2019-01-14,2544.320068359375
2019-01-15,2456.9599609375
2019-01-16,2420.3200073242188
2019-01-17,2445.2799682617188
2019-01-18,2365.280029296875
2019-01-22,2497.4400024414062
2019-01-23,2590.3999633789062
2019-01-24,2521.9200439453125
2019-01-25,2404.320068359375
2019-01-28,2494.4000244140625
2019-01-29,2468.239990234375
2019-01-30,2409.5999755859375
2019-01-31,2314.8800048828125
2019-02-01,2255.5200805664062
2019-02-04,2206.8800048828125
2019-02-05,2149.5999755859375
2019-02-06,2143.3599853515625
2019-02-07,2227.6799926757812
2019-02-08,2233.5999755859375
2019-02-11,2168.4800415039062
2019-02-12,2122.239990234375
2019-02-13,2120.3199462890625
2019-02-14,2165.9200439453125
2019-02-15,2104.8800048828125
2019-02-19,2102.0799560546875
2019-02-20,2042.4319458007812
2019-02-21,2024.9920043945312
2019-02-22,1979.3600158691406
2019-02-25,1948.3199768066406
2019-02-26,2011.1999816894531
2019-02-27,2031.0400390625
2019-02-28,2003.5199890136719
2019-03-01,1947.5199890136719
2019-03-04,1950.719970703125
2019-03-05,1974.2399597167969
2019-03-06,2008.7999877929688
2019-03-07,2095.3599853515625
2019-03-08,2160.47998046875
2019-03-11,2027.6800231933594
2019-03-12,1935.6799926757812
2019-03-13,1898.0800170898438
2019-03-14,1880.3840026855469
2019-03-15,1838.0799865722656
2019-03-18,1842.239990234375
2019-03-19,1831.0400085449219
2019-03-20,1853.4400024414062
2019-03-21,1862.5920104980469
2019-03-22,1965.1200561523438
2019-03-25,2061.1200256347656
2019-03-26,1962.719970703125
2019-03-27,1975.2000122070312
2019-03-28,1953.0400085449219
2019-03-29,1886.0799865722656
2019-04-01,1848.47998046875
2019-04-02,1840.1600036621094
2019-04-03,1831.4400329589844
2019-04-04,1835.0400085449219
2019-04-05,1801.7599792480469
2019-04-08,1792.4000244140625
2019-04-09,1827.3600158691406
2019-04-10,1815.0399780273438
2019-04-11,1767.2000122070312
2019-04-12,1701.52001953125
2019-04-15,1672.7999877929688
2019-04-16,1644.47998046875
2019-04-17,1644.0
2019-04-18,1648.47998046875
2019-04-22,1635.0399780273438
2019-04-23,1604.0
2019-04-24,1624.4800415039062
2019-04-25,1675.1199951171875
2019-04-26,1644.4800109863281
2019-04-29,1633.0400390625
2019-04-30,1650.7200012207031
2019-05-01,1663.3599853515625
2019-05-02,1717.4400024414062
2019-05-03,1644.1600036621094
2019-05-06,1755.1999816894531
2019-05-07,1919.1999816894531
2019-05-08,1965.6000061035156
2019-05-09,2027.2000122070312
2019-05-10,1902.3999938964844
2019-05-13,2040.4800109863281
2019-05-14,1976.9599914550781
2019-05-15,1949.5680236816406
2019-05-16,1828.6399841308594
2019-05-17,1836.0
2019-05-20,1863.1999816894531
2019-05-21,1774.239990234375
2019-05-22,1751.0400085449219
2019-05-23,1840.3200073242188
2019-05-24,1812.3199768066406
2019-05-28,1832.3200073242188
2019-05-29,1910.7200012207031
2019-05-30,1874.3199768066406
2019-05-31,1951.1199951171875
2019-06-03,1957.7599792480469
2019-06-04,1889.1199951171875
2019-06-05,1835.9999694824219
2019-06-06,1798.5599975585938
2019-06-07,1785.4720153808594
2019-06-10,1782.7200012207031
2019-06-11,1774.5599670410156
2019-06-12,1789.6000061035156
2019-06-13,1764.7200317382812
2019-06-14,1767.3599853515625
2019-06-17,1736.9920349121094
2019-06-18,1707.0400085449219
2019-06-19,1686.239990234375
2019-06-20,1656.7999877929688
2019-06-21,1688.2400207519531
2019-06-24,1687.8399963378906
2019-06-25,1712.0159912109375
2019-06-26,1708.7999877929688
2019-06-27,1697.0400085449219
2019-06-28,1668.7999877929688
2019-07-01,1578.3999633789062
2019-07-02,1543.3600158691406
2019-07-03,1511.6799926757812
2019-07-05,1532.7999877929688
2019-07-08,1547.5199890136719
2019-07-09,1575.0399475097656
2019-07-10,1520.3519897460938
2019-07-11,1488.3999938964844
2019-07-12,1468.0
2019-07-15,1454.5599975585938
2019-07-16,1449.1200256347656
2019-07-17,1467.8400268554688
2019-07-18,1486.0799865722656
2019-07-19,1473.1199951171875
2019-07-22,1479.6799926757812
2019-07-23,1433.1199951171875
2019-07-24,1402.5600280761719
2019-07-25,1409.9200134277344
2019-07-26,1387.5199890136719
2019-07-29,1393.760009765625
2019-07-30,1424.1600036621094
2019-07-31,1474.7200012207031
2019-08-01,1564.5599975585938
2019-08-02,1649.9200134277344
2019-08-05,1818.7999877929688
2019-08-06,1805.5999755859375
2019-08-07,1834.0800170898438
2019-08-08,1701.1199951171875
2019-08-09,1712.0800170898438
2019-08-12,1799.6799926757812
2019-08-13,1795.5199890136719
2019-08-14,1882.0
2019-08-15,1916.1919860839844
2019-08-16,1827.5199890136719
2019-08-19,1691.3119812011719
2019-08-20,1690.5600280761719
2019-08-21,1628.9599914550781
2019-08-22,1638.0
2019-08-23,1768.1599426269531
2019-08-26,1792.6400146484375
2019-08-27,1811.6799926757812
2019-08-28,1841.6000061035156
2019-08-29,1728.8000183105469
2019-08-30,1715.8399658203125
2019-09-03,1794.5600280761719
2019-09-04,1720.9600219726562
2019-09-05,1636.1600036621094
2019-09-06,1596.3999938964844
2019-09-09,1569.7599792480469
2019-09-10,1579.8399963378906
2019-09-11,1547.3600158691406
2019-09-12,1505.4400024414062
2019-09-13,1478.239990234375
2019-09-16,1499.2000122070312
2019-09-17,1501.1199951171875
2019-09-18,1469.6319885253906
2019-09-19,1416.239990234375
2019-09-20,1448.3200073242188
2019-09-23,1481.760009765625
2019-09-24,1495.52001953125
2019-09-25,1537.2799987792969
2019-09-26,1522.3999938964844
2019-09-27,1543.4399719238281
2019-09-30,1529.7599792480469
2019-10-01,1532.3199768066406
2019-10-02,1666.5599975585938
2019-10-03,1669.280029296875
2019-10-04,1578.5599975585938
2019-10-07,1554.0800170898438
2019-10-08,1642.2400207519531
2019-10-09,1622.4000244140625
2019-10-10,1592.0799865722656
2019-10-11,1490.5600280761719
2019-10-14,1451.52001953125
2019-10-15,1388.6400146484375
2019-10-16,1381.2799987792969
2019-10-17,1358.3200073242188
2019-10-18,1366.5599975585938
2019-10-21,1334.7200012207031
2019-10-22,1328.6400146484375
2019-10-23,1340.8800048828125
2019-10-24,1318.3999938964844
2019-10-25,1291.8400268554688
2019-10-28,1270.2399597167969
2019-10-29,1283.7599792480469
2019-10-30,1269.2799682617188
2019-10-31,1266.7200317382812
2019-11-01,1218.2400207519531
2019-11-04,1201.8399963378906
2019-11-05,1225.1200256347656
2019-11-06,1236.9119873046875
2019-11-07,1213.760009765625
2019-11-08,1210.1600036621094
2019-11-11,1200.7999877929688
2019-11-12,1176.1600341796875
2019-11-13,1183.0399780273438
2019-11-14,1177.280029296875
2019-11-15,1130.5599670410156
2019-11-18,1114.0799865722656
2019-11-19,1115.8399963378906
2019-11-20,1138.3999633789062
2019-11-21,1138.5599975585938
2019-11-22,1116.0000305175781
2019-11-25,1068.6399841308594
2019-11-26,1046.2400207519531
2019-11-27,1034.9599914550781
2019-11-29,1051.3600463867188
2019-12-02,1088.1599731445312
2019-12-03,1192.0
2019-12-04,1131.5199890136719
2019-12-05,1116.1600036621094
2019-12-06,1071.1999816894531
2019-12-09,1099.6799926757812
2019-12-10,1125.9199829101562
2019-12-11,1108.9600219726562
2019-12-12,1069.6000366210938
2019-12-13,1019.3600006103516
2019-12-16,965.7599945068359
2019-12-17,966.2400054931641
2019-12-18,964.2879943847656
2019-12-19,962.3999938964844
2019-12-20,954.4000091552734
2019-12-23,963.0400085449219
2019-12-24,959.5359802246094
2019-12-26,951.8399963378906
2019-12-27,965.2799987792969
2019-12-30,998.8800048828125
2019-12-31,995.3600006103516
2020-01-02,940.1600036621094
2020-01-03,986.3999938964844
2020-01-06,987.0559997558594
2020-01-07,966.0800018310547
2020-01-08,944.6399993896484
2020-01-09,916.0000152587891
2020-01-10,904.3999938964844
2020-01-13,889.1199951171875
2020-01-14,877.7599945068359
2020-01-15,872.0
2020-01-16,854.8000030517578
2020-01-17,854.7200012207031
2020-01-21,857.6000061035156
2020-01-22,854.7200012207031
2020-01-23,874.5599975585938
2020-01-24,884.0
2020-01-27,992.4799957275391
2020-01-28,965.9199981689453
2020-01-29,942.8800048828125
2020-01-30,965.9200134277344
2020-01-31,1003.52001953125
2020-02-03,1001.760009765625
2020-02-04,949.7599945068359
2020-02-05,918.7199859619141
2020-02-06,904.8000030517578
2020-02-07,923.1999969482422
2020-02-10,914.5600128173828
2020-02-11,895.6800079345703
2020-02-12,873.1199951171875
2020-02-13,880.4639892578125
2020-02-14,869.8400115966797
2020-02-18,882.239990234375
2020-02-19,866.4000091552734
2020-02-20,890.239990234375
2020-02-21,944.3199920654297
2020-02-24,1102.8800048828125
2020-02-25,1170.8800048828125
2020-02-26,1205.7599792480469
2020-02-27,1356.1600036621094
2020-02-28,1523.1999816894531
2020-03-02,1435.9200134277344
2020-03-03,1481.0400085449219
2020-03-04,1494.8800048828125
2020-03-05,1666.8800048828125
2020-03-06,1974.3999938964844
2020-03-09,2463.0399780273438
2020-03-10,2192.6400146484375
2020-03-11,2420.7999877929688
2020-03-12,2924.6399536132812
2020-03-13,2828.3200073242188
2020-03-16,3643.52001953125
2020-03-17,3727.0399780273438
2020-03-18,4410.2398681640625
2020-03-19,4297.60009765625
2020-03-20,3768.4800415039062
2020-03-23,3468.6400146484375
2020-03-24,2820.0000610351562
2020-03-25,3190.719970703125
2020-03-26,3041.4400024414062
2020-03-27,3201.1199951171875
2020-03-30,3194.080078125
2020-03-31,3038.8799438476562
2020-04-01,3161.4400024414062
2020-04-02,3112.7200927734375
2020-04-03,2964.7999877929688
2020-04-06,2702.5599975585938
2020-04-07,2700.1599731445312
2020-04-08,2734.0800170898438
2020-04-09,2687.4400024414062
2020-04-13,2640.9599609375
2020-04-14,2422.8800048828125
2020-04-15,2578.6400146484375
2020-04-16,2621.4400634765625
2020-04-17,2517.4400024414062
2020-04-20,2674.239990234375
2020-04-21,2981.280029296875
2020-04-22,2851.2000122070312
2020-04-23,2801.9200439453125
2020-04-24,2719.2159423828125
2020-04-27,2516.7999877929688
2020-04-28,2443.135986328125
2020-04-29,2342.7999877929688
2020-04-30,2432.3200073242188
2020-05-01,2634.719970703125
2020-05-04,2656.3200073242188
2020-05-05,2462.0800170898438
2020-05-06,2466.7520141601562
2020-05-07,2410.0000610351562
2020-05-08,2289.4400024414062
2020-05-11,2191.7599487304688
2020-05-12,2159.1680297851562
2020-05-13,2443.8400268554688
2020-05-14,2549.9200439453125
2020-05-15,2438.5599365234375
2020-05-18,2193.1199951171875
2020-05-19,2243.679931640625
2020-05-20,2189.6000366210938
2020-05-21,2195.6799926757812
2020-05-22,2222.0800170898438
2020-05-26,2132.5599975585938
2020-05-27,2149.6799926757812
2020-05-28,2175.5360107421875
2020-05-29,2179.3600463867188
2020-06-01,2158.3999633789062
2020-06-02,2109.1680297851562
2020-06-03,2015.2000122070312
2020-06-04,1978.2400207519531
2020-06-05,1864.6399841308594
2020-06-08,1886.5599975585938
2020-06-09,1982.7520141601562
2020-06-10,1994.0799560546875
2020-06-11,2425.760009765625
2020-06-12,2552.9599609375
2020-06-15,2574.8800048828125
2020-06-16,2338.4320068359375
2020-06-17,2367.6800537109375
2020-06-18,2368.9600219726562
2020-06-19,2329.760009765625
2020-06-22,2317.760009765625
2020-06-23,2177.5679931640625
2020-06-24,2327.2000122070312
2020-06-25,2337.6000366210938
2020-06-26,2339.2000122070312
2020-06-29,2340.447998046875
2020-06-30,2234.3199462890625
2020-07-01,2125.2799682617188
2020-07-02,2039.6800231933594
2020-07-06,2038.3199768066406
2020-07-07,2097.6799926757812
2020-07-08,2109.7599487304688
2020-07-09,2119.8400268554688
2020-07-10,2104.6080322265625
2020-07-13,2146.720001220703
2020-07-14,2201.7599487304688
2020-07-15,2084.6400146484375
2020-07-16,2072.0
2020-07-17,1989.6000061035156
2020-07-20,1897.1199645996094
2020-07-21,1855.8399963378906
2020-07-22,1888.4959716796875
2020-07-23,1893.6000061035156
2020-07-24,1964.5599975585938
2020-07-27,1897.3600158691406
2020-07-28,1860.9599914550781
2020-07-29,1837.6000061035156
2020-07-30,1909.280029296875
2020-07-31,1844.0
2020-08-03,1818.2079772949219
2020-08-04,1789.9200439453125
2020-08-05,1740.0000305175781
2020-08-06,1725.2799987792969
2020-08-07,1712.0
2020-08-10,1665.5999755859375
2020-08-11,1668.3200073242188
2020-08-12,1644.8800354003906
2020-08-13,1630.8800048828125
2020-08-14,1638.7200012207031
2020-08-17,1584.0
2020-08-18,1563.8399963378906
2020-08-19,1564.6400146484375
2020-08-20,1607.6799926757812
2020-08-21,1585.52001953125
2020-08-24,1554.1600036621094
2020-08-25,1576.7200012207031
2020-08-26,1566.3999938964844
2020-08-27,1640.6400146484375
2020-08-28,1661.9200134277344
2020-08-31,1694.7200012207031
2020-09-01,1731.5199890136719
2020-09-02,1768.6399841308594
2020-09-03,1921.5039672851562
2020-09-04,1959.2000427246094
2020-09-08,1906.8800048828125
2020-09-09,1737.4560241699219
2020-09-10,1725.760009765625
2020-09-11,1673.2799987792969
2020-09-14,1606.3999938964844
2020-09-15,1600.4800109863281
2020-09-16,1585.6799926757812
2020-09-17,1603.3599853515625
2020-09-18,1555.6799926757812
2020-09-21,1636.0799865722656
2020-09-22,1626.0800476074219
2020-09-23,1661.4400024414062
2020-09-24,1690.5599975585938
2020-09-25,1656.9599914550781
2020-09-28,1625.6000061035156
2020-09-29,1607.4400024414062
2020-09-30,1583.6800231933594
2020-10-01,1594.0800170898438
2020-10-02,1660.1600036621094
2020-10-05,1617.1999816894531
2020-10-06,1598.5920104980469
2020-10-07,1576.9599914550781
2020-10-08,1528.47998046875
2020-10-09,1443.2000122070312
2020-10-12,1405.1200256347656
2020-10-13,1420.7999877929688
2020-10-14,1403.3600158691406
2020-10-15,1442.5600280761719
2020-10-16,1413.760009765625
2020-10-19,1454.0799865722656
2020-10-20,1480.6400146484375
2020-10-21,1467.552001953125
2020-10-22,1433.1199951171875
2020-10-23,1422.5599975585938
2020-10-26,1502.5599975585938
2020-10-27,1550.0480041503906
2020-10-28,1717.8880004882812
2020-10-29,1689.1199951171875
2020-10-30,1687.8400268554688
2020-11-02,1645.1199951171875
2020-11-03,1586.5599975585938
2020-11-04,1465.760009765625
2020-11-05,1396.6399841308594
2020-11-06,1354.3999938964844
2020-11-09,1239.6799926757812
2020-11-10,1260.1599731445312
2020-11-11,1218.719970703125
2020-11-12,1270.8479919433594
2020-11-13,1234.3999938964844
2020-11-16,1199.8400268554688
2020-11-17,1194.3999938964844
2020-11-18,1181.9200134277344
2020-11-19,1197.2799987792969
2020-11-20,1186.2400207519531
2020-11-23,1175.6000366210938
2020-11-24,1157.3599853515625
2020-11-25,1138.0799865722656
2020-11-27,1111.968017578125
2020-11-30,1121.1199951171875
2020-12-01,1098.8800048828125
2020-12-02,1102.5599670410156
2020-12-03,1104.5599975585938
2020-12-04,1095.8399963378906
2020-12-07,1104.0800170898438
2020-12-08,1085.5199890136719
2020-12-09,1075.8400268554688
2020-12-10,1104.8800048828125
2020-12-11,1148.6400146484375
2020-12-14,1145.1199951171875
2020-12-15,1140.6400146484375
2020-12-16,1107.0399780273438
2020-12-17,1080.1600341796875
2020-12-18,1094.3999938964844
2020-12-21,1196.0
2020-12-22,1165.2799987792969
2020-12-23,1118.7999572753906
2020-12-24,1088.3999633789062
2020-12-28,1069.5999755859375
2020-12-29,1093.2799987792969
2020-12-30,1093.1199951171875
2020-12-31,1073.6000061035156
2021-01-04,1129.1199951171875
2021-01-05,1160.3999938964844
2021-01-06,1112.9599914550781
2021-01-07,1066.7200012207031
2021-01-08,1054.7360229492188
2021-01-11,1094.0800170898438
2021-01-12,1085.6000366210938
2021-01-13,1062.8800048828125
2021-01-14,1055.0400085449219
2021-01-15,1091.52001953125
2021-01-19,1068.4800109863281
2021-01-20,1049.4399719238281
2021-01-21,1043.6799926757812
2021-01-22,1053.6799926757812
2021-01-25,1085.1999816894531
2021-01-26,1075.3600158691406
2021-01-27,1217.9199829101562
2021-01-28,1252.3200073242188
2021-01-29,1317.1200256347656
2021-02-01,1293.8399963378906
2021-02-02,1184.9599914550781
2021-02-03,1125.1199951171875
2021-02-04,1068.7999877929688
2021-02-05,1057.7599792480469
2021-02-08,1050.719970703125
2021-02-09,1053.1199951171875
2021-02-10,1061.9200134277344
2021-02-11,1056.6400146484375
2021-02-12,1028.9600067138672
2021-02-16,1014.5600128173828
2021-02-17,1019.1999969482422
2021-02-18,1014.3999938964844
2021-02-19,977.6800079345703
2021-02-22,995.5199890136719
2021-02-23,1000.9600067138672
2021-02-24,960.6399841308594
2021-02-25,1013.4400329589844
2021-02-26,1040.8160095214844
2021-03-01,954.3999938964844
2021-03-02,952.7839965820312
2021-03-03,973.5999755859375
2021-03-04,1019.8560180664062
2021-03-05,1001.2799835205078
2021-03-08,974.2400054931641
2021-03-09,949.6000061035156
2021-03-10,928.239990234375
2021-03-11,913.1200103759766
2021-03-12,910.5599822998047
2021-03-15,867.1199951171875
2021-03-16,836.0000152587891
2021-03-17,829.3600006103516
2021-03-18,834.5599975585938
2021-03-19,835.8400115966797
2021-03-22,785.5999908447266
2021-03-23,787.7599945068359
2021-03-24,791.3599853515625
2021-03-25,806.0799865722656
2021-03-26,765.4400024414062
2021-03-29,772.4800109863281
2021-03-30,754.0799865722656
2021-03-31,729.9199829101562
2021-04-01,713.4400024414062
2021-04-05,688.7200164794922
2021-04-06,687.2800140380859
2021-04-07,680.0800018310547
2021-04-08,661.4399871826172
2021-04-09,661.6800079345703
2021-04-12,660.8000030517578
2021-04-13,647.5200042724609
2021-04-14,653.6000061035156
2021-04-15,640.8000030517578
2021-04-16,632.6399993896484
2021-04-19,645.760009765625
2021-04-20,666.3999938964844
2021-04-21,650.5599975585938
2021-04-22,651.0400085449219
2021-04-23,649.5999908447266
2021-04-26,638.6000061035156
2021-04-27,630.7200012207031
2021-04-28,622.3600006103516
2021-04-29,619.5599975585938
2021-04-30,636.1199951171875
2021-05-03,625.0800018310547
2021-05-04,647.239990234375
2021-05-05,630.3799896240234
2021-05-06,631.8200073242188
2021-05-07,605.0599975585938
2021-05-10,597.8800048828125
2021-05-11,652.7599945068359
2021-05-12,735.1399993896484
2021-05-13,710.3199920654297
2021-05-14,639.1800079345703
2021-05-17,637.1999969482422
2021-05-18,635.4400024414062
2021-05-19,695.3399963378906
2021-05-20,650.1199951171875
2021-05-21,630.7200012207031
2021-05-24,609.7199859619141
2021-05-25,603.5800018310547
2021-05-26,584.2400054931641
2021-05-27,556.4400024414062
2021-05-28,547.7200012207031
2021-06-01,554.5199890136719
2021-06-02,557.1600036621094
2021-06-03,567.3119964599609
2021-06-04,539.6000061035156
2021-06-07,530.2800140380859
2021-06-08,528.5599975585938
2021-06-09,532.6399993896484
2021-06-10,516.5599975585938
2021-06-11,494.47999572753906
2021-06-14,496.63999938964844
2021-06-15,504.6800003051758
2021-06-16,508.71600341796875
2021-06-17,509.6399917602539
2021-06-18,541.8399963378906
2021-06-21,530.0400085449219
2021-06-22,509.52001190185547
2021-06-23,485.4000015258789
2021-06-24,474.0800018310547
2021-06-25,471.0399932861328
2021-06-28,466.3999938964844
2021-06-29,469.9199981689453
2021-06-30,475.23999786376953
2021-07-01,465.7999954223633
2021-07-02,457.4199981689453
2021-07-06,469.23999786376953
2021-07-07,474.7999954223633
2021-07-08,509.1600112915039
2021-07-09,480.3600082397461
2021-07-12,469.76000213623047
2021-07-13,468.6000061035156
2021-07-14,465.6399917602539
2021-07-15,472.6800003051758
2021-07-16,473.4800033569336
2021-07-19,545.0400085449219
2021-07-20,533.4799957275391
2021-07-21,489.64000701904297
2021-07-22,484.92000579833984
2021-07-23,481.3199996948242
2021-07-26,485.8000030517578
2021-07-27,497.24000549316406
2021-07-28,485.9600067138672
2021-07-29,473.9000015258789
2021-07-30,483.5199966430664
2021-08-02,490.1999969482422
2021-08-03,488.79998779296875
2021-08-04,480.44000244140625
2021-08-05,468.4000015258789
2021-08-06,457.05999755859375
2021-08-09,450.23999786376953
2021-08-10,441.2799987792969
2021-08-11,433.12000274658203
2021-08-12,424.75999450683594
2021-08-13,417.1800003051758
