Date,DTB3_cumulative
2005-12-05,102.8871850675625
2005-12-06,102.8983194341657
2005-12-07,102.9094550057209
2005-12-08,102.92056358798727
2005-12-09,102.9314195926397
2005-12-12,102.96399104185326
2005-12-13,102.97479520858451
2005-12-14,102.98560050901325
2005-12-15,102.99635051279242
2005-12-16,103.00718629322994
2005-12-19,103.0396970544929
2005-12-20,103.05067854549407
2005-12-21,103.06163297378876
2005-12-22,103.07264503868184
2005-12-23,103.0836300411257
2005-12-26,103.1166732869197
2005-12-27,103.12769123283255
2005-12-28,103.13871035600536
2005-12-29,103.14964588502119
2005-12-30,103.16072387438746
2006-01-02,103.19455493917584
2006-01-03,103.20583565901715
2006-01-04,103.21734381658243
2006-01-05,103.22890981483475
2006-01-06,103.24050539100573
2006-01-09,103.27546573748882
2006-01-10,103.28717972182179
2006-01-11,103.2990365240967
2006-01-12,103.31092298857347
2006-01-13,103.32286742953269
2006-01-16,103.35878981823627
2006-01-17,103.37076811086452
2006-01-18,103.38288939545394
2006-01-19,103.39492712915069
2006-01-20,103.40696626450135
2006-01-23,103.44308787600471
2006-01-24,103.45521764082962
2006-01-25,103.46740551578458
2006-01-26,103.47965152104015
2006-01-27,103.49195567686485
2006-01-30,103.52887253338301
2006-01-31,103.54129599808701
2006-02-01,103.55369258612842
2006-02-02,103.56609065836408
2006-02-03,103.57849021497167
2006-02-06,103.6156933384434
2006-02-07,103.62812722164401
2006-02-08,103.64059098817833
2006-02-09,103.65308464846184
2006-02-10,103.6656082129358
2006-02-13,103.70326865033041
2006-02-14,103.71591192554943
2006-02-15,103.72855674220885
2006-02-16,103.74117468171393
2006-02-17,103.75379415611357
2006-02-20,103.79157190746523
2006-02-21,103.80416907632963
2006-02-22,103.8168530926058
2006-02-23,103.8295386587645
2006-02-24,103.84228266789304
2006-02-27,103.88060473768856
2006-02-28,103.89344039597258
2006-03-01,103.90627764025163
2006-03-02,103.91905953577505
2006-03-03,103.93187147462193
2006-03-06,103.97031202982487
2006-03-07,103.98310180245538
2006-03-08,103.99589314840313
2006-03-09,104.00862908381062
2006-03-10,104.02139507444886
2006-03-13,104.05986874112023
2006-03-14,104.07269804000612
2006-03-15,104.08547189445049
2006-03-16,104.09833286645717
2006-03-17,104.1111669074955
2006-03-20,104.14984491909182
2006-03-21,104.16282798195161
2006-03-22,104.17586973877017
2006-03-23,104.18891312848815
2006-03-24,104.20190106149458
2006-03-27,104.24078407224685
2006-03-28,104.25366423488153
2006-03-29,104.26660311430575
2006-03-30,104.2794864671837
2006-03-31,104.29234284222761
2006-04-03,104.33108816192461
2006-04-04,104.34409381812014
2006-04-05,104.35712968299165
2006-04-06,104.37013858545899
2006-04-07,104.38317770414253
2006-04-10,104.42238574157605
2006-04-11,104.43548860532117
2006-04-12,104.44859311320644
2006-04-13,104.46169926543818
2006-04-14,104.47480706222274
2006-04-17,104.51413538685384
2006-04-18,104.52733566532324
2006-04-19,104.54053761100589
2006-04-20,104.55374122411236
2006-04-21,104.56694650485325
2006-04-24,104.60673924148209
2006-04-25,104.62003719408703
2006-04-26,104.63342282624309
2006-04-27,104.64681017102662
2006-04-28,104.66017055829775
2006-05-01,104.70017081526456
2006-05-02,104.71365275506817
2006-05-03,104.72710774223039
2006-05-04,104.74059315062459
2006-05-05,104.75402290339021
2006-05-08,104.79448952593646
2006-05-09,104.80812716498436
2006-05-10,104.8217952933489
2006-05-11,104.83546520418716
2006-05-12,104.84896456546002
2006-05-15,104.88964021856266
2006-05-16,104.9032615033472
2006-05-17,104.91679833517408
2006-05-18,104.93033691380857
2006-05-19,104.9438772394761
2006-05-22,104.98441720301244
2006-05-23,104.99796450725974
2006-05-24,105.01154232623163
2006-05-25,105.02506436044898
2006-05-26,105.03858813585978
2006-05-29,105.07933735251741
2006-05-30,105.09292569422436
2006-05-31,105.10651579310866
2006-06-01,105.12016524200891
2006-06-02,105.13373006333192
2006-06-05,105.17425695598922
2006-06-06,105.18788638709613
2006-06-07,105.20154640302694
2006-06-08,105.21520819288858
2006-06-09,105.22887175691143
2006-06-12,105.26995426163845
2006-06-13,105.2838268227343
2006-06-14,105.2975858324314
2006-06-15,105.31134664022373
2006-06-16,105.32496498422762
2006-06-19,105.36608500480365
2006-06-20,105.37997023408785
2006-06-21,105.39382842195425
2006-06-22,105.40765955724578
2006-06-23,105.42149250763698
2006-06-26,105.46343004383453
2006-06-27,105.47761704223223
2006-06-28,105.49183484704997
2006-06-29,105.50593896085967
2006-06-30,105.52004496037006
2006-07-03,105.56228188795556
2006-07-04,105.57662678982308
2006-07-05,105.59097364102522
2006-07-06,105.60509100955585
2006-07-07,105.61918133265766
2006-07-10,105.66163156252478
2006-07-11,105.67590311988377
2006-07-12,105.69014765257828
2006-07-13,105.70442306156258
2006-07-14,105.71867143858896
2006-07-17,105.76150922353627
2006-07-18,105.77593915000018
2006-07-19,105.79042900467826
2006-07-20,105.80486287690958
2006-07-21,105.8192117555737
2006-07-24,105.86235120409214
2006-07-25,105.87676588588621
2006-07-26,105.89126955244592
2006-07-27,105.90571718319582
2006-07-28,105.92013776989171
2006-07-31,105.96314424774788
2006-08-01,105.97757265396461
2006-08-02,105.99206109471923
2006-08-03,106.00649343838062
2006-08-04,106.0209567900881
2006-08-07,106.06417848425349
2006-08-08,106.07867876509286
2006-08-09,106.09312290299593
2006-08-10,106.10748180784911
2006-08-11,106.12178451498595
2006-08-14,106.16487286694519
2006-08-15,106.17938691394811
2006-08-16,106.19384476471419
2006-08-17,106.20821730151249
2006-08-18,106.2226499798088
2006-08-21,106.26604120477316
2006-08-22,106.28053996875124
2006-08-23,106.29501159296068
2006-08-24,106.30945606576893
2006-08-25,106.32390250144253
2006-08-28,106.36742247687737
2006-08-29,106.38190593138997
2006-08-30,106.39630392085029
2006-08-31,106.41064555962537
2006-09-01,106.42498913157476
2006-09-04,106.46776322994626
2006-09-05,106.48202699329404
2006-09-06,106.49623432127918
2006-09-07,106.51035601372067
2006-09-08,106.52447957873727
2006-09-11,106.56650567479025
2006-09-12,106.580549096497
2006-09-13,106.59450676840608
2006-09-14,106.60849547217101
2006-09-15,106.62257363513473
2006-09-18,106.66490133628469
2006-09-19,106.6789869479132
2006-09-20,106.69307441961426
2006-09-21,106.70713452065422
2006-09-22,106.72113800488309
2006-09-25,106.7632416867261
2006-09-26,106.77716478345019
2006-09-27,106.79108969589868
2006-09-28,106.80501642430835
2006-09-29,106.81891570726768
2006-10-02,106.8607945753162
2006-10-03,106.87473039400604
2006-10-04,106.88872659157545
2006-10-05,106.90278319123681
2006-10-06,106.91687092787106
2006-10-09,106.95922758413455
2006-10-10,106.97335206295524
2006-10-11,106.98762494581953
2006-10-12,107.00195835639445
2006-10-13,107.01641094967383
2006-10-16,107.059686627088
2006-10-17,107.0742350119009
2006-10-18,107.08878537369978
2006-10-19,107.1033377127533
2006-10-20,107.11792137271034
2006-10-23,107.16159026777954
2006-10-24,107.17624057833945
2006-10-25,107.190922255131
2006-10-26,107.20557657573521
2006-10-27,107.2202328997657
2006-10-30,107.26411975673892
2006-10-31,107.27872530948387
2006-11-01,107.29327406812173
2006-11-02,107.30779540439288
2006-11-03,107.32231870601748
2006-11-06,107.36607092799954
2006-11-07,107.380660947501
2006-11-08,107.39522353028703
2006-11-09,107.40984693469649
2006-11-10,107.42444290293749
2006-11-13,107.46832505207948
2006-11-14,107.48292896693587
2006-11-15,107.49753486632426
2006-11-16,107.51214275051431
2006-11-17,107.52675261977576
2006-11-20,107.5705881835835
2006-11-21,107.58517652362482
2006-11-22,107.59973736669406
2006-11-23,107.61424122170348
2006-11-24,107.62874703175308
2006-11-27,107.67218186582917
2006-11-28,107.68669548596012
2006-11-29,107.7011815592433
2006-11-30,107.715669581201
2006-12-01,107.730130040953
2006-12-04,107.77351724401058
2006-12-05,107.78792641563115
2006-12-06,107.80227845186074
2006-12-07,107.8166323990738
2006-12-08,107.83095871872135
2006-12-11,107.8738547603815
2006-12-12,107.88807046562528
2006-12-13,107.90228804422637
2006-12-14,107.91653705870233
2006-12-15,107.93081752100353
2006-12-18,107.97330973601112
2006-12-19,107.98762729269939
2006-12-20,108.0019467479349
2006-12-21,108.0162681019694
2006-12-22,108.0305913550547
2006-12-25,108.07374439675215
2006-12-26,108.08813448984169
2006-12-27,108.10255611216951
2006-12-28,108.11692042442003
2006-12-29,108.13134588750131
2007-01-01,108.1748058010402
2007-01-02,108.18929826132421
2007-01-03,108.20394086771904
2007-01-04,108.2185261660497
2007-01-05,108.23308378148738
2007-01-08,108.27685146139464
2007-01-09,108.29153558234626
2007-01-10,108.30622169470605
2007-01-11,108.32093947168156
2007-01-12,108.33571860260125
2007-01-15,108.37988395856856
2007-01-16,108.39461174553936
2007-01-17,108.409400928183
2007-01-18,108.42422182984416
2007-01-19,108.43904475770529
2007-01-22,108.48369787668359
2007-01-23,108.49855865721464
2007-01-24,108.51345119910157
2007-01-25,108.52831605543021
2007-01-26,108.54321268182576
2007-01-29,108.58781948155803
2007-01-30,108.60272427541015
2007-01-31,108.61760136092732
2007-02-01,108.63245072615449
2007-02-02,108.6473318837882
2007-02-05,108.69207077141047
2007-02-06,108.70701965347273
2007-02-07,108.72194080877311
2007-02-08,108.73689379898845
2007-02-09,108.75187863668184
2007-02-12,108.79674995975768
2007-02-13,108.81177285345076
2007-02-14,108.8267680100933
2007-02-15,108.84173541763879
2007-02-16,108.85673470336894
2007-02-19,108.90182823292278
2007-02-20,108.91686563605413
2007-02-21,108.93193495582021
2007-02-22,108.94697651615384
2007-02-23,108.9620500019458
2007-02-26,109.00727671585072
2007-02-27,109.02235854454702
2007-02-28,109.03726324507134
2007-03-01,109.05222972969759
2007-03-02,109.06716839130439
2007-03-05,109.11181122680483
2007-03-06,109.12666836931982
2007-03-07,109.14158733028319
2007-03-08,109.15644852724294
2007-03-09,109.1712519360158
2007-03-12,109.21575791488725
2007-03-13,109.2305992891135
2007-03-14,109.24538282775703
2007-03-15,109.26010850675736
2007-03-16,109.27480623642225
2007-03-19,109.3188155419476
2007-03-20,109.33358106963587
2007-03-21,109.34831863727594
2007-03-22,109.36302823301592
2007-03-23,109.37776976997226
2007-03-26,109.42218014115011
2007-03-27,109.43695963013904
2007-03-28,109.45174111537128
2007-03-29,109.46649461033806
2007-03-30,109.48122010317469
2007-04-02,109.52531253976419
2007-04-03,109.54004594482092
2007-04-04,109.55478133182336
2007-04-05,109.56954871604671
2007-04-06,109.58425805272365
2007-04-09,109.62848205604192
2007-04-10,109.64316926911737
2007-04-11,109.65785844987697
2007-04-12,109.67257964183325
2007-04-13,109.68727276277704
2007-04-16,109.73126787711259
2007-04-17,109.74593879731096
2007-04-18,109.76058161161076
2007-04-19,109.77519630823083
2007-04-20,109.78978287541152
2007-04-23,109.83354839159884
2007-04-24,109.84814271241251
2007-04-25,109.86270887708999
2007-04-26,109.87724687390852
2007-04-27,109.89175669116693
2007-04-30,109.9352015692232
2007-05-01,109.94962868197706
2007-05-02,109.96396731848463
2007-05-03,109.97833795202187
2007-05-04,109.99268033253288
2007-05-07,110.03571308527668
2007-05-08,110.05009309490454
2007-05-09,110.06444483307254
2007-05-10,110.07873813357962
2007-05-11,110.0930031316994
2007-05-14,110.13580367182101
2007-05-15,110.15007606500917
2007-05-16,110.16425977343398
2007-05-17,110.17820385234229
2007-05-18,110.19233081108283
2007-05-21,110.23489825942355
2007-05-22,110.24927409821026
2007-05-23,110.2637424276056
2007-05-24,110.27815223723245
2007-05-25,110.29256393000426
2007-05-28,110.33562335564817
2007-05-29,110.34998210115336
2007-05-30,110.36437294813423
2007-05-31,110.37861448776673
2007-06-01,110.39252521726382
2007-06-04,110.4348070666484
2007-06-05,110.44896692684216
2007-06-06,110.46318912258343
2007-06-07,110.47732235801364
2007-06-08,110.49145740172355
2007-06-11,110.53359551369704
2007-06-12,110.54752577504945
2007-06-13,110.56142750500308
2007-06-14,110.57514923833453
2007-06-15,110.58884238010323
2007-06-18,110.62910883805479
2007-06-19,110.64277835259888
2007-06-20,110.65647986926062
2007-06-21,110.67045593425232
2007-06-22,110.68431248174875
2007-06-25,110.72606927580009
2007-06-26,110.74029681730428
2007-06-27,110.75452618695012
2007-06-28,110.76860566644346
2007-06-29,110.78268693576653
2007-07-02,110.82530033096046
2007-07-03,110.83990498012737
2007-07-04,110.85451155390696
2007-07-05,110.86912005255284
2007-07-06,110.88373047631869
2007-07-09,110.92756752373714
2007-07-10,110.94224643198754
2007-07-11,110.95686649240777
2007-07-12,110.97148847947157
2007-07-13,110.9861731997279
2007-07-16,111.03023319012966
2007-07-17,111.04495610324308
2007-07-18,111.05962012210384
2007-07-19,111.07428607741859
2007-07-20,111.08901483206556
2007-07-23,111.13311564918658
2007-07-24,111.14797399451173
2007-07-25,111.16283432637731
2007-07-26,111.17760527833575
2007-07-27,111.19216497568453
2007-07-30,111.23530144297372
2007-07-31,111.2499905978492
2007-08-01,111.26468169249802
2007-08-02,111.27916134285526
2007-08-03,111.29364287755057
2007-08-06,111.33681871270524
2007-08-07,111.35127724751888
2007-08-08,111.3659207031569
2007-08-09,111.3805965957208
2007-08-10,111.39484720903866
2007-08-13,111.4354986984859
2007-08-14,111.44957315462288
2007-08-15,111.46334404708664
2007-08-16,111.47586458710288
2007-08-17,111.48713433889263
2007-08-20,111.5205804791943
2007-08-21,111.52999098297171
2007-08-22,111.54071619580324
2007-08-23,111.55165635372053
2007-08-24,111.56323938872275
2007-08-27,111.6011097595728
2007-08-28,111.61486880050207
2007-08-29,111.62795679059703
2007-08-30,111.63982299531888
2007-08-31,111.6512622538943
2007-09-03,111.68714360475015
2007-09-04,111.6991078987637
2007-09-05,111.71241998422562
2007-09-06,111.72539698862927
2007-09-07,111.73819184231179
2007-09-10,111.77456032776622
2007-09-11,111.78638087031048
2007-09-12,111.79863143259763
2007-09-13,111.8106689290779
2007-09-14,111.8228302538902
2007-09-17,111.85867483235515
2007-09-18,111.87108654832969
2007-09-19,111.8830705469161
2007-09-20,111.89481060609951
2007-09-21,111.9061227116101
2007-09-24,111.93960257078847
2007-09-25,111.95113388327248
2007-09-26,111.96248235437845
2007-09-27,111.97364792796118
2007-09-28,111.98475325961869
2007-10-01,112.01899298143725
2007-10-02,112.03074730316654
2007-10-03,112.04259493836079
2007-10-04,112.05444382648305
2007-10-05,112.06626326781817
2007-10-08,112.10209376897805
2007-10-09,112.11404108801261
2007-10-10,112.12620469356628
2007-10-11,112.13833889927969
2007-10-12,112.15065875514232
2007-10-15,112.18835981220876
2007-10-16,112.20123842118447
2007-10-17,112.21396480822732
2007-10-18,112.2259855370602
2007-10-19,112.23723888245927
2007-10-22,112.27183255197782
2007-10-23,112.28382872038748
2007-10-24,112.29576464519391
2007-10-25,112.3073018812876
2007-10-26,112.31911722482799
2007-10-29,112.35475161873109
2007-10-30,112.36678742910998
2007-10-31,112.37867060169837
2007-11-01,112.39049345361921
2007-11-02,112.40191725446067
2007-11-05,112.43443682284989
2007-11-06,112.44558785466629
2007-11-07,112.45686322046213
2007-11-08,112.46733865429637
2007-11-09,112.47750693422951
2007-11-12,112.506997612075
2007-11-13,112.51683041542795
2007-11-14,112.52734226177634
2007-11-15,112.53760845491969
2007-11-16,112.54753643024092
2007-11-19,112.57824803196272
2007-11-20,112.58848802603028
2007-11-21,112.59826625909994
2007-11-22,112.6075826088014
2007-11-23,112.61689972933506
2007-11-26,112.64605670748416
2007-11-27,112.65550045908758
2007-11-28,112.66500673145508
2007-11-29,112.67420513474438
2007-11-30,112.68321907115518
2007-12-03,112.71174490524332
2007-12-04,112.72097800434652
2007-12-05,112.73024274226469
2007-12-06,112.73950824166818
2007-12-07,112.74883627769256
2007-12-10,112.77700804171592
2007-12-11,112.78621558922178
2007-12-12,112.79508398480374
2007-12-13,112.80376766113244
2007-12-14,112.81242110084342
2007-12-17,112.83847613399082
2007-12-18,112.8477814439405
2007-12-19,112.85699476965839
2007-12-20,112.8658068911678
2007-12-21,112.87461970074696
2007-12-24,112.90170960947515
2007-12-25,112.9117934334019
2007-12-26,112.92187815796608
2007-12-27,112.9319019082464
2007-12-28,112.94146244459974
2007-12-31,112.9702393103733
2008-01-01,112.98042210728649
2008-01-02,112.99060582204629
2008-01-03,113.00044993510146
2008-01-04,113.01023298775337
2008-01-07,113.03921314613049
2008-01-08,113.04909246366299
2008-01-09,113.05891069991257
2008-01-10,113.06863686373717
2008-01-11,113.07842581969578
2008-01-14,113.10649405361157
2008-01-15,113.11613134666655
2008-01-16,113.12570747942986
2008-01-17,113.13519144285142
2008-01-18,113.14449022570975
2008-01-21,113.17043596223547
2008-01-22,113.17908652432683
2008-01-23,113.18621835717632
2008-01-24,113.19291650050923
2008-01-25,113.20011122835254
2008-01-28,113.22104549549752
2008-01-29,113.22814895287243
2008-01-30,113.2350667274523
2008-01-31,113.24176776153809
2008-02-01,113.24772458877376
2008-02-04,113.2668991350192
2008-02-05,113.27378824504878
2008-02-06,113.28042950277053
2008-02-07,113.28679182826316
2008-02-08,113.29337177343237
2008-02-11,113.31367146251178
2008-02-12,113.32065655184851
2008-02-13,113.32764207177294
2008-02-14,113.33453487630443
2008-02-15,113.3415523022995
2008-02-18,113.36167430939317
2008-02-19,113.36838283587284
2008-02-20,113.37530917816666
2008-02-21,113.3821427584459
2008-02-22,113.38882143260838
2008-02-25,113.4088586352999
2008-02-26,113.41553888313732
2008-02-27,113.42203308796651
2008-02-28,113.42806154671146
2008-02-29,113.43384171642316
2008-03-03,113.45071694273878
2008-03-04,113.45590770156878
2008-03-05,113.46097436265244
2008-03-06,113.46563714242076
2008-03-07,113.46989598962308
2008-03-10,113.483139325429
2008-03-11,113.48727446447839
2008-03-12,113.491782863053
2008-03-13,113.49629144072838
2008-03-14,113.50042705901924
2008-03-17,113.51124846959912
2008-03-18,113.51463825756711
2008-03-19,113.51746834854832
2008-03-20,113.51933438912393
2008-03-21,113.52126266274918
2008-03-24,113.5270475818876
2008-03-25,113.53087328787461
2008-03-26,113.53482354017805
2008-03-27,113.53877392992862
2008-03-28,113.54275556364452
2008-03-31,113.55498085212028
2008-04-01,113.5592119418178
2008-04-02,113.56350541339258
2008-04-03,113.56783016058505
2008-04-04,113.57212395799934
2008-04-07,113.58453910250873
2008-04-08,113.5889891269174
2008-04-09,113.59331484458554
2008-04-10,113.59732951242523
2008-04-11,113.60121983192909
2008-04-14,113.61214422320609
2008-04-15,113.61547477099565
2008-04-16,113.6188676714751
2008-04-17,113.6223229301906
2008-04-18,113.62608958801925
2008-04-21,113.63841724047867
2008-04-22,113.64255803760004
2008-04-23,113.6464810409734
2008-04-24,113.65034190772656
2008-04-25,113.65420290564342
2008-04-28,113.66644019379189
2008-04-29,113.67086228543778
2008-04-30,113.67534683452521
2008-05-01,113.6797381287454
2008-05-02,113.68416073773561
2008-05-05,113.69789627606035
2008-05-06,113.70259994245424
2008-05-07,113.70758416601335
2008-05-08,113.71269321911012
2008-05-09,113.71777134760183
2008-05-12,113.73328681339117
2008-05-13,113.7387086193927
2008-05-14,113.74431765159859
2008-05-15,113.74989579758754
2008-05-16,113.7555053814899
2008-05-19,113.77242846078363
2008-05-20,113.77800798535746
2008-05-21,113.78371247178521
2008-05-22,113.78941724421871
2008-05-23,113.79512230267231
2008-05-26,113.81214480589895
2008-05-27,113.81781982243449
2008-05-28,113.82361985380078
2008-05-29,113.82942018073031
2008-05-30,113.83525198938067
2008-06-02,113.85256118523111
2008-06-03,113.85823821704912
2008-06-04,113.86391553194105
2008-06-05,113.86956193432769
2008-06-06,113.8752398138543
2008-06-09,113.89218070569508
2008-06-10,113.8979845264105
2008-06-11,113.90416310200945
2008-06-12,113.91015477305481
2008-06-13,113.91627159232482
2008-06-16,113.93452940571702
2008-06-17,113.9408972533879
2008-06-18,113.94701572348698
2008-06-19,113.95291599361623
2008-06-20,113.95875412931235
2008-06-23,113.97589477479646
2008-06-24,113.98167163521656
2008-06-25,113.98729264916022
2008-06-26,113.99285148151407
2008-06-27,113.99816073761045
2008-06-30,114.01352706503042
2008-07-01,114.01936830600609
2008-07-02,114.02511613169604
2008-07-03,114.03070804835016
2008-07-04,114.03636272181777
2008-07-07,114.05332758345007
2008-07-08,114.05907712105976
2008-07-09,114.06479569944692
2008-07-10,114.07038956203054
2008-07-11,114.07551491652046
2008-07-14,114.09032910667673
2008-07-15,114.09501775033864
2008-07-16,114.09930022086789
2008-07-17,114.10352033197195
2008-07-18,114.10789690535454
2008-07-21,114.12149606567067
2008-07-22,114.1260609255133
2008-07-23,114.13081357243402
2008-07-24,114.1356914921374
2008-07-25,114.14075724063652
2008-07-28,114.15679948953088
2008-07-29,114.16211638156189
