Date,UUP
2009-01-23,22.462219199693646
2009-01-26,22.103689000136455
2009-01-27,22.045373100115448
2009-01-28,22.006499012327264
2009-01-29,22.1706462120353
2009-01-30,22.377986239455513
2009-02-02,22.449262839782588
2009-02-03,22.20304157072526
2009-02-04,22.30887340217186
2009-02-05,22.36286976179471
2009-02-06,22.269996849728656
2009-02-09,22.03025555931615
2009-02-10,22.224641330163102
2009-02-11,22.330471522258
2009-02-12,22.492458975808432
2009-02-13,22.39742657334229
2009-02-17,22.807791532694655
2009-02-18,22.90066798110349
2009-02-19,22.710600965081877
2009-02-20,22.68468487151304
2009-02-23,22.615568346558746
2009-02-24,22.645807748041257
2009-02-25,22.753797772781564
2009-02-26,22.768914960789527
2009-02-27,22.898505720057084
2009-03-02,23.06481183743187
2009-03-03,23.08209158171529
2009-03-04,23.03889557680327
2009-03-05,23.120969701321243
2009-03-06,22.913624385022523
2009-03-09,23.125287192912825
2009-03-10,22.924423776484165
2009-03-11,22.76459682708729
2009-03-12,22.745158716959008
2009-03-13,22.643647064143746
2009-03-16,22.516216486366403
2009-03-17,22.572373473386328
2009-03-18,22.092890053189166
2009-03-19,21.531333197578256
2009-03-20,21.71060304770898
2009-03-23,21.704121892286842
2009-03-24,21.803473115018686
2009-03-25,21.738678934959175
2009-03-26,21.773237022080068
2009-03-27,22.086410910261016
2009-03-30,22.25919833581144
2009-03-31,22.149043689285435
2009-04-01,22.179284622144465
2009-04-02,21.879063759519752
2009-04-03,21.861789148765034
2009-04-06,21.885547322042974
2009-04-07,22.066975091163396
2009-04-08,22.077772528081614
2009-04-09,22.114489914245215
2009-04-13,21.950338912764877
2009-04-14,21.937384048375158
2009-04-15,22.01513539987621
2009-04-16,22.023774010645923
2009-04-17,22.22680217505903
2009-04-20,22.408223097405
2009-04-21,22.386627957091694
2009-04-22,22.32183421628404
2009-04-23,22.185765533125917
2009-04-24,21.88122679022873
2009-04-27,22.09504915672334
2009-04-28,22.062655170693755
2009-04-29,21.848829737417987
2009-04-30,21.89850653655633
2009-05-01,21.857469090580203
2009-05-04,21.734358748023013
2009-05-05,21.660924344222476
2009-05-06,21.68684225654865
2009-05-07,21.630687065813323
2009-05-08,21.390946646181508
2009-05-11,21.367189090284676
2009-05-12,21.26351669957777
2009-05-13,21.330470787256754
2009-05-14,21.311031657038146
2009-05-15,21.36286913607077
2009-05-18,21.349908343405254
2009-05-19,21.22031782393038
2009-05-20,21.010817541183847
2009-05-21,20.88986678566849
2009-05-22,20.67388266221206
2009-05-26,20.755957696360596
2009-05-27,20.73651751741767
2009-05-28,20.80131377251231
2009-05-29,20.531336934082717
2009-06-01,20.419022826023138
2009-06-02,20.319670272073868
2009-06-03,20.503256052151244
2009-06-04,20.535654012163363
2009-06-05,20.790515371606176
2009-06-08,20.91146496840966
2009-06-09,20.658764842851546
2009-06-10,20.701960894092508
2009-06-11,20.578849622133145
2009-06-12,20.71924172317609
2009-06-15,20.971942941526272
2009-06-16,20.814270424430774
2009-06-17,20.76027704146731
2009-06-18,20.760273871463404
2009-06-19,20.725719396930636
2009-06-22,20.84450877698422
2009-06-23,20.643647239510948
2009-06-24,20.673885506502444
2009-06-25,20.76891655559016
2009-06-26,20.568051587717715
2009-06-29,20.57885133641529
2009-06-30,20.630685862379508
2009-07-01,20.496775951980574
2009-07-02,20.645804292051594
2009-07-06,20.745155509129393
2009-07-07,20.73003788235178
2009-07-08,20.76891511988078
2009-07-09,20.58316954921192
2009-07-10,20.660923692291206
2009-07-13,20.628527313156347
