Date,IYH
2005-01-03,8.918839757520175
2005-01-04,8.827208932793617
2005-01-05,8.76789214967362
2005-01-06,8.821883572699868
2005-01-07,8.835193000056895
2005-01-10,8.87853819755407
2005-01-11,8.85344346963439
2005-01-12,8.873210735780255
2005-01-13,8.82873202103749
2005-01-14,8.787662488597626
2005-01-18,8.83100602205463
2005-01-19,8.840512339587153
2005-01-20,8.805915555621606
2005-01-21,8.750778362544015
2005-01-24,8.683476283524099
2005-01-25,8.693360362734753
2005-01-26,8.750780453076237
2005-01-27,8.743555924685193
2005-01-28,8.69868598366335
2005-01-31,8.672833819974693
2005-02-01,8.712754448540716
2005-02-02,8.765610709854956
2005-02-03,8.761424178126179
2005-02-04,8.790326879600148
2005-02-07,8.858769718577147
2005-02-08,8.869411718411216
2005-02-09,8.827591391530614
2005-02-10,8.783475421902786
2005-02-11,8.850019714170013
2005-02-14,8.880061810950108
2005-02-15,8.892226469268556
2005-02-16,8.856483866998751
2005-02-17,8.865986834404836
2005-02-18,8.909337387037393
2005-02-22,8.908575475888219
2005-02-23,8.892225198119766
2005-02-24,8.921128453003172
2005-02-25,9.015802461976106
2005-02-28,8.927209111421009
2005-03-01,8.975498981254297
2005-03-02,8.991089069999433
2005-03-03,9.00515527849013
2005-03-04,9.030632992308929
2005-03-07,9.074738843166056
2005-03-08,9.034436320797685
2005-03-09,8.963334237544931
2005-03-10,8.977019594422407
2005-03-11,8.94165853005845
2005-03-14,8.932149606756084
2005-03-15,8.943556976000426
2005-03-16,8.826826487172248
2005-03-17,8.791463680487588
2005-03-18,8.804396291875657
2005-03-21,8.781197845201701
2005-03-22,8.805156282005616
2005-03-23,8.824162790274624
2005-03-24,8.894579014457154
2005-03-28,8.891910085863522
2005-03-29,8.853437977063773
2005-03-30,8.918966806419553
2005-03-31,8.917058418881503
2005-04-01,8.89305737859331
2005-04-04,8.854575118355644
2005-04-05,8.979162577921302
2005-04-06,9.07478635796367
2005-04-07,9.08050483198167
2005-04-08,9.115555229238891
2005-04-11,9.090028613983558
2005-04-12,9.069453229024013
2005-04-13,9.142221622602333
2005-04-14,9.139558069507437
2005-04-15,9.21385081782768
2005-04-18,9.125844557041255
2005-04-19,9.12812870759467
2005-04-20,9.058787216821775
2005-04-21,9.105265497804663
2005-04-22,9.18184890125674
2005-04-25,9.124695897327973
2005-04-26,9.131556565625633
2005-04-27,9.107171601212029
2005-04-28,9.109841501318227
2005-04-29,9.150225593998796
2005-05-02,9.236704962130053
2005-05-03,9.262618409418451
2005-05-04,9.317102157556922
2005-05-05,9.341098379289674
2005-05-06,9.349482918696078
2005-05-09,9.34796089554004
2005-05-10,9.33843579678961
2005-05-11,9.335384122902548
2005-05-12,9.365102032477527
2005-05-13,9.288907641210574
2005-05-16,9.338054852552492
2005-05-17,9.354817763081423
2005-05-18,9.403582510899009
2005-05-19,9.401296119195072
2005-05-20,9.39062889895561
2005-05-23,9.410438957851921
2005-05-24,9.44053701647035
2005-05-25,9.385675232857022
2005-05-26,9.41996466388094
2005-05-27,9.405103927391231
2005-05-31,9.37348373809522
2005-06-01,9.372340478249564
2005-06-02,9.38720095456764
2005-06-03,9.370057127872034
2005-06-06,9.347198787844532
2005-06-07,9.382627634934462
2005-06-08,9.338054208961388
2005-06-09,9.329291185702445
2005-06-10,9.328147739287362
2005-06-13,9.342625547219638
2005-06-14,9.397104014386002
2005-06-15,9.413109981817634
2005-06-16,9.438633196574427
2005-06-17,9.507210802974898
2005-06-20,9.50704683607558
2005-06-21,9.51544871199349
2005-06-22,9.486436595234808
2005-06-23,9.432613699308998
2005-06-24,9.365046650611106
2005-06-27,9.33298484007442
2005-06-28,9.388711237821841
2005-06-29,9.418866879409311
2005-06-30,9.37459264925689
2005-07-01,9.34443575710725
2005-07-05,9.348257481777038
2005-07-06,9.355512420619919
2005-07-07,9.29939983903233
2005-07-08,9.384899807611621
2005-07-11,9.462770022370059
2005-07-12,9.47383901081455
2005-07-13,9.440248651466916
2005-07-14,9.474981426064371
2005-07-15,9.496739424938406
2005-07-18,9.497887801899207
2005-07-19,9.478420153371186
2005-07-20,9.581481785083682
2005-07-21,9.52308174729922
2005-07-22,9.48758053735008
2005-07-25,9.464678212992993
2005-07-26,9.469639221262055
2005-07-27,9.51925797184957
2005-07-28,9.609734629147875
2005-07-29,9.61622103997551
2005-08-01,9.571940696546616
2005-08-02,9.67805955934159
2005-08-03,9.68340227813197
2005-08-04,9.645230366085231
2005-08-05,9.571940593949986
2005-08-08,9.51964432224247
2005-08-09,9.549801412457864
2005-08-10,9.604385277351136
2005-08-11,9.619652420351217
2005-08-12,9.59904284669151
2005-08-15,9.59217080361635
2005-08-16,9.571558323224165
2005-08-17,9.537203213150917
2005-08-18,9.536825883247639
2005-08-19,9.535678430917212
2005-08-22,9.484909447072518
2005-08-23,9.458569479818031
2005-08-24,9.445209498519434
2005-08-25,9.43338038101353
2005-08-26,9.405514547268858
2005-08-29,9.391386955738444
2005-08-30,9.449791460121727
2005-08-31,9.50895789940366
2005-09-01,9.589882448776264
2005-09-02,9.592555735848302
2005-09-06,9.664694503033104
2005-09-07,9.767381244017592
2005-09-08,9.768528860884258
2005-09-09,9.80097233944146
2005-09-12,9.799447383870003
2005-09-13,9.725773544907616
2005-09-14,9.656300365994387
2005-09-15,9.648283145069056
2005-09-16,9.669659021289966
2005-09-19,9.645994526212773
2005-09-20,9.608584357315374
2005-09-21,9.536440869753394
2005-09-22,9.512774703111953
2005-09-23,9.531868170516745
2005-09-26,9.524603456853146
2005-09-27,9.486748525513402
2005-09-28,9.464954300195775
2005-09-29,9.455778992890732
2005-09-30,9.496689193191672
2005-10-03,9.505867685262588
2005-10-04,9.560546513292646
2005-10-05,9.46686365058994
2005-10-06,9.342595942880886
2005-10-07,9.315072814807287
2005-10-10,9.287923340753352
2005-10-11,9.251597819442416
2005-10-12,9.225594825518918
2005-10-13,9.230564240000906
2005-10-14,9.290600462252405
2005-10-17,9.29365756035005
2005-10-18,9.320041256177612
2005-10-19,9.344508972812768
2005-10-20,9.258858523179386
2005-10-21,9.205715007401118
2005-10-24,9.218711502852537
2005-10-25,9.217567457314116
2005-10-26,9.156386963634947
2005-10-27,9.077623718587384
2005-10-28,9.12847709687617
2005-10-31,9.230563796383217
2005-11-01,9.218711720436582
2005-11-02,9.223687100535397
2005-11-03,9.295569277707216
2005-11-04,9.335336619275914
2005-11-07,9.349098785596917
2005-11-08,9.352539528524252
2005-11-09,9.34642250239622
2005-11-10,9.417923686442329
2005-11-11,9.47795589374599
2005-11-14,9.447753242965208
2005-11-15,9.474131532685501
2005-11-16,9.465339494626752
2005-11-17,9.46112801588151
2005-11-18,9.534929956492235
2005-11-21,9.545251870533829
2005-11-22,9.533779093225988
2005-11-23,9.5314856871528
2005-11-25,9.55174818740889
2005-11-28,9.48100925044777
2005-11-29,9.450040202776798
2005-11-30,9.42060091784982
2005-12-01,9.446220409944887
2005-12-02,9.492488700329005
2005-12-05,9.513130370312
2005-12-06,9.524220941611011
2005-12-07,9.47336679002697
2005-12-08,9.485602455481036
2005-12-09,9.506246565691484
2005-12-12,9.498982386649605
2005-12-13,9.562456759520964
2005-12-14,9.622491946206695
2005-12-15,9.635488330631919
2005-12-16,9.650782278707442
2005-12-19,9.713105161566489
2005-12-20,9.694754205523472
2005-12-21,9.748664907825983
2005-12-22,9.779930936340847
2005-12-23,9.82590782119686
2005-12-27,9.791430576972314
2005-12-28,9.74699348518232
2005-12-29,9.732439991765887
2005-12-30,9.671908495532858
2006-01-03,9.71902910519561
2006-01-04,9.820161917942805
2006-01-05,9.849272161158721
2006-01-06,9.892560900023577
2006-01-09,9.952317554489092
2006-01-10,9.922821855247241
2006-01-11,9.914014876009768
2006-01-12,9.893712194564701
2006-01-13,9.8691913200399
2006-01-17,9.850809850867531
2006-01-18,9.866897847930275
2006-01-19,9.904440314859967
2006-01-20,9.823989669153992
2006-01-23,9.728219886760574
2006-01-24,9.694128337837274
2006-01-25,9.70562014846951
2006-01-26,9.729367321110114
2006-01-27,9.79985525608402
2006-01-30,9.827437916538276
2006-01-31,9.791428620113393
2006-02-01,9.858465051632278
2006-02-02,9.816707277196278
2006-02-03,9.743160780928132
2006-02-06,9.701406614929471
2006-02-07,9.655437194799822
2006-02-08,9.705617409557052
2006-02-09,9.779937136296002
2006-02-10,9.710218497159012
2006-02-13,9.699488778274343
2006-02-14,9.771509954343239
2006-02-15,9.846205945112338
2006-02-16,9.914015777923543
2006-02-17,9.931636984372037
2006-02-21,9.920529806026423
2006-02-22,9.933931605186268
