Date,QQQ
2005-11-03,34.15771739106658
2005-11-04,34.30767431865677
2005-11-07,34.39980425664634
2005-11-08,34.39551625908736
2005-11-09,34.41263961791992
2005-11-10,34.57330506731776
2005-11-11,34.935343876093185
2005-11-14,34.905352909210045
2005-11-15,34.81751903701397
2005-11-16,34.84108263320833
2005-11-17,35.21598114352793
2005-11-18,35.53731209959247
2005-11-21,35.511603855896155
2005-11-22,35.64656484442992
2005-11-23,35.830808644654
2005-11-25,35.860789794035504
2005-11-28,35.78366871528724
2005-11-29,35.62515091804287
2005-11-30,35.38950485313875
2005-12-01,35.79009173939311
2005-12-02,36.00002507914943
2005-12-05,35.892934102617644
2005-12-06,36.02786742441782
2005-12-07,35.886503043198935
2005-12-08,35.73011827871777
2005-12-09,35.65298952771774
2005-12-12,35.852204194968
2005-12-13,35.95288035470289
2005-12-14,35.91648892235294
2005-12-15,35.914324556729795
2005-12-16,35.846363209421504
2005-12-19,35.47485287222015
2005-12-20,35.17424011230469
2005-12-21,35.326705758907195
2005-12-22,35.44695892080602
2005-12-23,35.603718258261026
2005-12-27,35.477028352318044
2005-12-28,35.249394557207985
2005-12-29,35.11409358311167
2005-12-30,34.764085177978515
2006-01-03,35.13344236618761
2006-01-04,35.69174730899188
2006-01-05,35.942995086999595
2006-01-06,36.44119872418681
2006-01-09,36.71390692876696
2006-01-10,36.722501680804484
2006-01-11,37.01882762175308
2006-01-12,36.99953354265474
2006-01-13,36.87068013855529
2006-01-17,36.64304811836311
2006-01-18,36.23075087598788
2006-01-19,36.51635772012449
2006-01-20,35.93654827485857
2006-01-23,35.4641175776976
2006-01-24,35.60586934353622
2006-01-25,35.571486171946134
2006-01-26,35.640200624873096
2006-01-27,36.084727884651876
2006-01-30,36.23933492560917
2006-01-31,36.12981845083691
2006-02-01,36.0245936237719
2006-02-02,35.8463472657313
2006-02-03,35.22790289832781
2006-02-06,35.03036336217357
2006-02-07,34.9466064690551
2006-02-08,35.187107895175835
2006-02-09,35.20000083807431
2006-02-10,34.9938497308227
2006-02-13,34.837096372863314
2006-02-14,34.9809646042861
2006-02-15,35.20429685593176
2006-02-16,35.55000895693469
2006-02-17,35.50279019500742
2006-02-21,35.182825953011964
2006-02-22,35.272999333726546
2006-02-23,35.423321227880365
2006-02-24,35.37822090013882
2006-02-27,35.70678847961985
2006-02-28,35.51780674578714
2006-03-01,35.60585907953976
2006-03-02,35.75189286896062
2006-03-03,35.71107497889167
2006-03-06,35.47917026050878
2006-03-07,35.12912722392967
2006-03-08,35.049690389945816
2006-03-09,35.0325171022637
2006-03-10,34.791993578045506
2006-03-13,34.99813443926397
2006-03-14,35.23220283770829
2006-03-15,35.70893550840604
2006-03-16,35.74757641419302
2006-03-17,35.587851651593375
2006-03-20,35.71463857608613
2006-03-21,35.523387064666956
2006-03-22,35.29130425644027
2006-03-23,35.28917522657628
2006-03-24,35.46751910489211
2006-03-27,35.52984581366157
2006-03-28,35.49759756917365
2006-03-29,35.75545467021324
2006-03-30,36.13368393765993
2006-03-31,36.12078775025595
2006-04-03,36.18740293066761
2006-04-04,36.20889024209275
2006-04-05,36.486095032388924
2006-04-06,36.68164021174978
2006-04-07,36.64941281930962
2006-04-10,36.37004889329995
2006-04-11,36.19812723275985
2006-04-12,36.04772526387643
2006-04-13,36.12724506755406
2006-04-17,35.9510312098771
2006-04-18,36.22176116515139
2006-04-19,36.56131404900042
2006-04-20,36.6042781318496
2006-04-21,36.35930802527582
2006-04-24,36.036982602430285
2006-04-25,36.034820106172646
2006-04-26,35.98970158294836
2006-04-27,36.08424545682352
2006-04-28,36.06922405274252
2006-05-01,35.82639274837287
2006-05-02,35.73612720030394
2006-05-03,35.667370743701156
2006-05-04,35.860758102138654
2006-05-05,36.18955020438094
2006-05-08,36.23683336260365
2006-05-09,36.16376497868885
2006-05-10,35.91448844768256
2006-05-11,35.38157284825599
2006-05-12,34.7154066136372
2006-05-15,34.44895379806858
2006-05-16,34.395235380319306
2006-05-17,33.96114136071664
2006-05-18,33.78063283321109
2006-05-19,33.68824081202825
2006-05-22,33.488385976379405
2006-05-23,33.47979746038257
2006-05-24,33.232674417924684
2006-05-25,33.66674928854229
2006-05-26,33.89882323003586
2006-05-30,33.49695735288154
2006-05-31,33.33581286937199
2006-06-01,33.791389791366875
2006-06-02,34.14810308009585
2006-06-05,33.668896586158
2006-06-06,33.286394766906476
2006-06-07,33.28210970909388
2006-06-08,32.817927486215936
2006-06-09,32.998423180131894
2006-06-12,32.50201176823859
2006-06-13,32.16894693064094
2006-06-14,32.21193698466152
2006-06-15,32.89743557008346
2006-06-16,33.065806040537204
2006-06-19,32.89591353713733
2006-06-20,32.81207457863427
2006-06-21,33.1023807772216
2006-06-22,32.99700396721852
2006-06-23,32.85076357181503
2006-06-26,32.87442190311997
2006-06-27,32.6034863239661
2006-06-28,32.3949032581486
2006-06-29,33.07225996089872
2006-06-30,33.482966955212405
2006-07-03,33.480823768935245
2006-07-05,33.02064072845404
2006-07-06,32.87226815358583
2006-07-07,32.54112646734908
2006-07-10,32.3089009069606
2006-07-11,32.19922215456521
2006-07-12,32.033647199300354
2006-07-13,31.459501181212726
2006-07-14,31.053093942986173
2006-07-17,30.986428416078688
2006-07-18,31.016537819299867
2006-07-19,31.321872356498368
2006-07-20,31.32401680141286
2006-07-21,30.78429600703049
2006-07-24,31.068147210694853
2006-07-25,31.414337921303677
2006-07-26,31.437996316509935
2006-07-27,31.47671104119499
2006-07-28,31.67024294783942
2006-07-31,31.908920709489216
2006-08-01,31.461647921481905
2006-08-02,31.661633900875866
2006-08-03,31.70894190697908
2006-08-04,31.96482596677329
2006-08-07,31.629388753391897
2006-08-08,31.491753393401144
2006-08-09,31.665935931662442
2006-08-10,31.483165914121926
2006-08-11,31.44660013461492
2006-08-14,31.73475827069504
2006-08-15,32.1992066544899
2006-08-16,32.904545833135785
2006-08-17,33.24641897277118
2006-08-18,33.22923616830538
2006-08-21,33.0593509189526
2006-08-22,33.07226828875968
2006-08-23,32.941104568523585
2006-08-24,32.85076801419228
2006-08-25,32.94109991610645
2006-08-28,33.10020614868385
2006-08-29,33.169007391727064
2006-08-30,33.386212791728816
2006-08-31,33.46361447740725
2006-09-01,33.603387193263316
2006-09-05,33.736723002374504
2006-09-06,33.452882513128465
2006-09-07,33.17978887414063
2006-09-08,33.23139189927291
2006-09-11,33.295895726883856
2006-09-12,33.84208785927578
2006-09-13,34.24848481787505
2006-09-14,34.366763364204424
2006-09-15,34.61247187872013
2006-09-18,34.550042580778886
2006-09-19,34.3908515824209
2006-09-20,34.71788450381985
2006-09-21,34.739389858277974
2006-09-22,34.399453153223604
2006-09-25,34.629665300583596
2006-09-26,34.961019865634704
2006-09-27,35.03632216826649
2006-09-28,35.053534515221216
2006-09-29,35.09226597116588
2006-10-02,34.752301858726234
2006-10-03,34.573732474914294
2006-10-04,35.06859977884461
2006-10-05,35.61723317598755
2006-10-06,35.6236956311826
2006-10-09,35.709761422194426
2006-10-10,35.776469029637965
2006-10-11,35.70975271827485
2006-10-12,36.12715050813787
2006-10-13,36.43054948539507
2006-10-16,36.55961963612728
2006-10-17,36.174522995596426
2006-10-18,36.14223560194696
2006-10-19,35.993778121430886
2006-10-20,36.094915566264326
2006-10-23,36.30790950118541
2006-10-24,36.31650740600455
2006-10-25,36.3961242410689
2006-10-26,36.693032740573585
2006-10-27,36.540270403775146
2006-10-30,36.43699222647167
2006-10-31,36.6220454729889
2006-11-01,36.4305616049148
2006-11-02,36.08844742979899
2006-11-03,36.1099513179204
2006-11-06,36.443447175930444
2006-11-07,36.77693902130796
2006-11-08,36.85438685295339
2006-11-09,37.03082375562508
2006-11-10,36.916782003184586
2006-11-13,37.23524797918906
2006-11-14,37.57516703125401
2006-11-15,37.958163936342096
2006-11-16,38.082952442134264
2006-11-17,37.99904180228341
2006-11-20,38.091559397505215
2006-11-21,38.218506891607475
2006-11-22,38.366957374239625
2006-11-24,38.36051630857242
2006-11-27,37.953858767938854
2006-11-28,37.53643948953387
2006-11-29,37.848423733296286
2006-11-30,37.90221704422795
2006-12-01,37.710728956100176
2006-12-04,37.936629029482646
2006-12-05,38.201281927155975
2006-12-06,38.08508763870234
2006-12-07,37.915116187538146
2006-12-08,37.69350370265236
2006-12-11,37.869946549107794
2006-12-12,37.76884474649911
2006-12-13,37.80540144485816
2006-12-14,38.0506883988817
2006-12-15,38.39217120766819
2006-12-18,38.1552248544957
2006-12-19,37.68557660613087
2006-12-20,37.7782196425503
2006-12-21,37.508951448819516
2006-12-22,37.19657729502073
2006-12-26,37.060865343296385
2006-12-27,37.27628988530347
2006-12-28,37.213819249872316
2006-12-29,37.28490523184355
2007-01-03,37.32799726848991
2007-01-04,37.63820910074981
2007-01-05,37.74804778371387
2007-01-08,37.81269607831714
2007-01-09,37.92040622786037
2007-01-10,38.14228876825461
2007-01-11,38.70669294599478
2007-01-12,38.9156449575887
2007-01-16,39.025490225666246
2007-01-17,38.80148055745834
2007-01-18,38.27154182959823
2007-01-19,37.98501368542321
2007-01-22,37.83638234168149
2007-01-23,37.63819919372837
2007-01-24,37.96778735133337
2007-01-25,37.944099481345106
2007-01-26,37.59081239620379
2007-01-29,37.564959171582814
2007-01-30,37.6166535253966
2007-01-31,37.73514657103587
2007-02-01,38.0259513367235
2007-02-02,38.01518555821717
2007-02-05,38.038891752406826
2007-02-06,37.94195148123369
2007-02-07,38.23922215703081
2007-02-08,38.27583433572766
2007-02-09,38.10782225528533
2007-02-12,37.71144756233345
2007-02-13,37.77176193940503
2007-02-14,38.21336942900329
2007-02-15,38.53867548461793
2007-02-16,38.51066686628393
2007-02-20,38.61189959186394
2007-02-21,38.80794831191385
2007-02-22,39.0771994879615
2007-02-23,39.0341170488461
2007-02-26,38.94364087651252
2007-02-27,37.72006062298737
2007-02-28,37.30429472507938
2007-03-01,36.935930523973155
2007-03-02,36.80883629351392
2007-03-05,36.44047423850966
2007-03-06,36.80884779271803
2007-03-07,36.87346663435453
2007-03-08,37.09103119574727
2007-03-09,37.106101276167024
2007-03-12,37.09318133633162
2007-03-13,36.83037656210614
2007-03-14,36.73344520756908
2007-03-15,36.95962160810502
2007-03-16,36.9505743560236
2007-03-19,37.22002515876065
2007-03-20,37.42910395907198
2007-03-21,37.905486769175965
2007-03-22,38.20511853506993
2007-03-23,38.114590761208376
2007-03-26,38.021880159013534
2007-03-27,38.026210142247756
2007-03-28,37.692084915666
2007-03-29,37.580010462960956
2007-03-30,37.545511981869936
2007-04-02,37.5756853728227
2007-04-03,37.95507963907011
2007-04-04,38.161990700179174
2007-04-05,38.29564298629147
2007-04-09,38.43143897647761
2007-04-10,38.4142016632739
2007-04-11,38.27839668637708
2007-04-12,38.2115755362787
2007-04-13,38.418523307852595
2007-04-16,38.77201309858812
2007-04-17,38.90137087832908
2007-04-18,38.80004163029031
2007-04-19,38.784955696997315
2007-04-20,39.18588627397994
2007-04-23,39.20315016514094
2007-04-24,39.33678844192656
2007-04-25,39.701067532709004
2007-04-26,40.082597930108705
2007-04-27,40.07830713986292
2007-04-30,39.85625886803709
2007-05-01,39.5954338177084
2007-05-02,39.90799631695354
2007-05-03,40.14727871419402
2007-05-04,40.24644079919426
2007-05-07,40.23135195238628
2007-05-08,40.15157624457872
2007-05-09,40.255054471193255
2007-05-10,40.03086995799964
2007-05-11,40.089064267698475
2007-05-14,40.15805141893893
2007-05-15,39.923094532801386
2007-05-16,39.92524230751893
2007-05-17,40.024418735477
2007-05-18,40.15373766250799
2007-05-21,40.45120558879289
2007-05-22,40.57623412597698
2007-05-23,40.565453766570435
2007-05-24,40.099851411800685
2007-05-25,39.974809823794885
2007-05-29,40.2184119722393
2007-05-30,40.356364783204135
2007-05-31,40.83920586767544
2007-06-01,40.99008163653102
2007-06-04,40.89741453915208
2007-06-05,40.87154806587577
2007-06-06,40.692620573708155
2007-06-07,40.26151411940677
2007-06-08,40.16236575888868
2007-06-11,40.449044812843276
2007-06-12,40.22271673235538
2007-06-13,40.399479211017585
2007-06-14,40.748669621936884
2007-06-15,41.211979735276614
2007-06-18,41.237860637830074
2007-06-19,41.15157717982539
2007-06-20,41.05233283847359
2007-06-21,40.96604933281963
2007-06-22,40.94017124517606
2007-06-25,40.72662313023183
2007-06-26,40.597158300171515
2007-06-27,40.67915012435038
2007-06-28,41.0652777235405
2007-06-29,41.089015035311974
2007-07-02,41.30473741069313
2007-07-03,41.58303223068671
2007-07-05,41.86348955344248
2007-07-06,42.06192190201188
2007-07-09,42.17196911788948
2007-07-10,41.94327944614381
2007-07-11,41.91739458963414
2007-07-12,42.523577472137866
2007-07-13,42.94424783888416
2007-07-16,43.05426935520771
2007-07-17,43.23332193328154
2007-07-18,43.12977248701695
2007-07-19,43.5116022760408
2007-07-20,43.2397938333366
2007-07-23,43.25703924225331
2007-07-24,42.752263420830985
2007-07-25,42.65086521958029
2007-07-26,42.18705702207848
2007-07-27,41.84837706040745
2007-07-30,41.73188428484434
2007-07-31,41.617545179384436
2007-08-01,41.03077889319626
2007-08-02,41.52479480423652
2007-08-03,41.23139648770316
2007-08-06,41.093334732062345
2007-08-07,41.481641508066005
2007-08-08,42.025257421609226
2007-08-09,41.539880836321935
2007-08-10,40.75895791090179
2007-08-13,41.12568860152741
2007-08-14,40.76326929016658
2007-08-15,40.01256740283462
2007-08-16,39.10649235801638
2007-08-17,39.865861853609715
2007-08-20,40.085900196403344
2007-08-21,40.3447648332622
2007-08-22,40.98979231471347
2007-08-23,41.07391885457092
2007-08-24,41.23140319868823
2007-08-27,41.41476569803399
2007-08-28,40.71796653688753
2007-08-29,41.05235597023853
2007-08-30,41.55929498420929
2007-08-31,42.15255073184354
2007-09-04,42.6098555487537
2007-09-05,42.55379300211881
2007-09-06,42.398464862567394
2007-09-07,41.701682278638366
2007-09-10,41.71678307980896
2007-09-11,42.036038397064885
2007-09-12,42.26688292823558
2007-09-13,42.44592998579276
2007-09-14,42.294910871364756
2007-09-17,42.174106244434945
2007-09-18,42.72206585030427
2007-09-19,43.367069787495794
2007-09-20,43.203123911551764
2007-09-21,43.41983067206898
2007-09-24,43.67884034498939
2007-09-25,43.797545731107235
2007-09-26,44.31339011455937
2007-09-27,44.50765198483802
2007-09-28,44.42131711992628
2007-10-01,44.67600266444424
2007-10-02,44.85731364739834
2007-10-03,44.69110352676424
2007-10-04,44.611258444909936
2007-10-05,45.314874217911
2007-10-08,45.718490769241264
2007-10-09,46.001234143939485
2007-10-10,46.119965680879055
2007-10-11,45.90193093219988
2007-10-12,45.923526697782414
2007-10-15,46.00338808107888
2007-10-16,45.67533652599342
2007-10-17,46.08325464789061
2007-10-18,46.21490470987079
2007-10-19,45.837195125067716
2007-10-22,45.405531790707855
2007-10-23,46.47823789064288
2007-10-24,46.199795575745405
2007-10-25,46.11778268265765
2007-10-26,46.54515609355101
2007-10-29,46.73077603145313
2007-10-30,46.76314116050381
2007-10-31,47.18402530239587
2007-11-01,46.927166166354155
2007-11-02,46.83436092245704
2007-11-05,46.60341375465019
2007-11-06,46.940137405406375
2007-11-07,46.5041305733591
2007-11-08,45.10983669806645
2007-11-09,43.56660223451763
2007-11-12,42.636369659453344
2007-11-13,43.225577490692025
2007-11-14,43.7759564955521
2007-11-15,43.10902080844961
2007-11-16,43.225582458482265
2007-11-19,43.10687534948533
2007-11-20,43.07449809944606
2007-11-21,42.68814832923243
2007-11-23,42.91045725833216
2007-11-26,42.783114403062974
2007-11-27,42.84570838707291
2007-11-28,44.11913655075407
2007-11-29,44.47742931611777
2007-11-30,44.61771970799706
2007-12-03,44.09972361000351
2007-12-04,43.70258078829157
2007-12-05,44.449376022271025
2007-12-06,44.878886234411496
2007-12-07,45.16162672918128
2007-12-10,45.32783759528404
2007-12-11,44.89183198510929
2007-12-12,44.7536989067477
2007-12-13,44.34144670460306
2007-12-14,44.155829547279424
2007-12-17,43.42848155114407
2007-12-18,43.076632866593854
2007-12-19,43.07666274089706
2007-12-20,43.74575740616231
2007-12-21,44.70529598055883
2007-12-24,45.07042552875297
2007-12-26,45.2130093116546
2007-12-27,45.02936438914323
2007-12-28,44.82195579605498
2007-12-31,44.43954137280643
2008-01-02,43.9209843301021
2008-01-03,43.63145441234471
2008-01-04,42.402083843920586
2008-01-07,41.61343838126699
2008-01-08,41.23965553423536
2008-01-09,40.93285655854633
2008-01-10,41.2936586145366
2008-01-11,40.88964987179617
2008-01-14,41.24182337537978
2008-01-15,40.574181989267345
2008-01-16,39.88711194399622
2008-01-17,39.63215817580184
2008-01-18,39.34695055335027
2008-01-22,37.70490012543563
2008-01-23,37.229550120165236
2008-01-24,38.47840202922469
2008-01-25,38.819743749981775
2008-01-28,38.10460269172196
2008-01-29,38.391968285098706
2008-01-30,38.484883479414755
2008-01-31,38.54752730534253
2008-02-01,39.29079088218303
2008-02-04,39.124416885703525
2008-02-05,38.04409783219906
2008-02-06,37.52337962386763
2008-02-07,37.02861241406037
2008-02-08,37.48883565024367
2008-02-11,37.94041256839319
2008-02-12,38.10243967284092
2008-02-13,38.504316457892834
2008-02-14,38.36385507290177
2008-02-15,37.8064356915216
2008-02-19,38.00738180282287
2008-02-20,37.70921323533328
2008-02-21,37.95984723070408
2008-02-22,37.51690421533014
2008-02-25,37.797797794502344
2008-02-26,37.9339301607655
2008-02-27,38.0678622614419
2008-02-28,38.18239025182355
2008-02-29,37.426172621003325
2008-03-03,36.9076266840233
2008-03-04,36.81039573063835
2008-03-05,37.248993650336075
2008-03-06,36.86656079357256
2008-03-07,36.30050041066961
2008-03-10,35.99152166529581
2008-03-11,36.525205487456184
2008-03-12,37.10857277729892
2008-03-13,36.819039757211485
2008-03-14,36.88170994453397
2008-03-17,35.829465724157615
2008-03-18,36.950857322174535
2008-03-19,37.076139240693095
2008-03-20,36.89754152472422
2008-03-24,38.03491750364702
2008-03-25,38.679294221828215
2008-03-26,38.597116714842784
2008-03-27,38.13654582556139
2008-03-28,37.87924088546312
2008-03-31,37.8057197886574
2008-04-01,38.92795316770555
2008-04-02,39.436102875494214
2008-04-03,39.3387911998085
2008-04-04,39.65232434313933
2008-04-07,39.777741036838385
2008-04-08,39.29337609295245
2008-04-09,39.02741726211541
2008-04-10,39.1896021283178
2008-04-11,38.60144031052069
2008-04-14,38.21224234871629
2008-04-15,38.145193508016376
2008-04-16,38.96253011469131
2008-04-17,39.16797207457932
2008-04-18,40.29020967936438
2008-04-21,40.48480356344112
2008-04-22,40.17343106826647
2008-04-23,40.40480535523771
2008-04-24,40.72050636311214
2008-04-25,40.73562275123067
2008-04-28,40.921584424843566
2008-04-29,40.99079902475936
2008-04-30,41.083786340426144
2008-05-01,41.488107309343604
2008-05-02,42.26439504893961
2008-05-05,42.128157586555325
2008-05-06,42.09788163607989
2008-05-07,41.96598424653878
2008-05-08,41.8189630724527
2008-05-09,41.64812103984124
2008-05-12,42.11300781220411
2008-05-13,42.47195220609815
2008-05-14,42.703325695127106
2008-05-15,42.83306238172692
2008-05-16,43.168224151177306
2008-05-19,43.14010135873647
2008-05-20,42.61900213514663
2008-05-21,42.19302825536539
2008-05-22,41.82976283104905
2008-05-23,41.635162005365665
2008-05-27,42.110851789248585
2008-05-28,42.51951949036152
2008-05-29,42.85468920729955
2008-05-30,43.220119794757686
2008-06-02,42.856848026525704
2008-06-03,42.66008030078224
2008-06-04,42.766036608545384
2008-06-05,43.40823792753947
2008-06-06,42.893608277457865
2008-06-09,42.17357867415561
2008-06-10,41.92920272751379
2008-06-11,41.447024127505514
2008-06-12,41.13565843816863
2008-06-13,41.5183846565107
2008-06-16,41.95085418359353
2008-06-17,42.169219233124295
2008-06-18,41.63732549511967
2008-06-19,41.80166211108923
2008-06-20,41.3958924628666
2008-06-23,40.97827690572559
2008-06-24,40.55415704702975
2008-06-25,41.00856921521931
2008-06-26,39.96125606321448
2008-06-27,39.40732105243301
2008-06-30,39.30782318045962
2008-07-01,39.19962678304849
2008-07-02,39.25804866511636
2008-07-03,38.725746894951044
2008-07-07,38.870722797686504
2008-07-08,39.31647687485349
2008-07-09,39.26670369435049
2008-07-10,38.92697544089376
2008-07-11,38.621877826187315
2008-07-14,38.65002147375719
2008-07-15,38.18694132353226
2008-07-16,38.73222594231394
2008-07-17,39.392197981735286
2008-07-18,38.838256316718216
2008-07-21,38.831764425698786
2008-07-22,38.40332980974339
2008-07-23,39.12819737220997
2008-07-24,39.063286578236024
2008-07-25,39.05464243023405
2008-07-28,38.820945842407696
2008-07-29,38.96159025901489
2008-07-30,39.32511798009192
2008-07-31,39.32730915583584
2008-08-01,39.02218495479758
2008-08-04,38.62837283714401
2008-08-05,39.301318545802935
2008-08-06,40.02403766051088
2008-08-07,40.14953491508265
2008-08-08,40.49573937396102
2008-08-11,41.21412523731832
2008-08-12,41.37424603067377
2008-08-13,41.28336963077426
2008-08-14,41.4889300385923
2008-08-15,41.76591041168478
2008-08-18,41.43051089946982
2008-08-19,40.83330447786728
2008-08-20,40.83761854171006
2008-08-21,40.47842027440761
2008-08-22,40.97611305827138
2008-08-25,40.513045632184316
2008-08-26,40.21227532286594
2008-08-27,40.36806067663703
2008-08-28,40.70995680906085
2008-08-29,40.19711966450371
2008-09-02,39.99589913372843
2008-09-03,39.16499794089197
2008-09-04,38.318940940114764
2008-09-05,37.50319575909786
2008-09-08,37.71308118148035
2008-09-09,37.20458235699963
2008-09-10,37.06392782941736
2008-09-11,37.14400096473434
2008-09-12,37.49235002808907
2008-09-15,36.74153465719927
